payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
05/07/2025,88737.65,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"This payment includes reimbursement for the following April 2025 expenses: 
 
Personnel ($56354.91) Payroll for Navigator staff (Navigators, Project Director, Support Staff). 
Travel ($2253.33): Navigators travel to provide direct assistance with enrollment and education. 
Other ($575): booth registration at two local ND conferences where Navigators provide education and assistance. 
Other ($1754.36): Navigator phone expenses, print advertising in statewide magazine for rural residents. 
Contractual ($8300): subcontracted Navigator personnel costs through Family Health Care Center. 
Indirect ($19500.05): indirect costs at Federally negotiated rate of 32%.
","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",MINOT STATE UNIVERSITY,
04/28/2025,88400.13,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"We are requesting $88,400.13 total.  This expense is for total salary and benefit expense for 14 team members of grantee organization who work under this project of $52,382.35 as approved in our budget; indirect expense of $19,046.91 which is 15% indirect as approved by the de minimis rate and is included in our current approved budget; $16,584.27 for subrecipients which is out of our contractual category and pays our subrecipients for certified navigators throughout the State of Kansas who assist clients within their communities to enroll into health insurance through the federal marketplace or into Medicaid; $386.60 total travel for meals and mileage for navigators travel across Kansas as approved in our current budget.","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",THRIVE ALLEN COUNTY,
04/28/2025,86087.06,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR MONTANA - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505MT5000,"These expenses consist of Indirect Cost for 4/11/25 to 4/25/25, Cost allocation 3rd qtr run, Salary and Benefits for PPE 04/04/25, Rent for March and April 2025, Employee travel expenses reimbursed for April.  Funds are made available to States for the purpose of inspecting providers and suppliers of health care services to ensure mandatory adherence to Medicare/Medicaid health and safety standards and conditions. Funds made available under this program are used to support or reimburse State staff for performing survey activities and for State administration of the program. These funds will be utilized for personnel, travel and reasonable business costs associated with fulfilling the State Survey Agency&rsquo;s obligations under the 1864 agreement of the Social Security Act, Consolidated Appropriation Act, and Clinical Laboratory Improvement Amendments.  For F25.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222","MT ST DEPT OF PHHS, HEALTH POLICIES AND SERVICES",ASST_NON_2505MT5000_7530
04/22/2025,84441.37,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Positions included in the current payroll are Director of Health Services, Associate Director of Health Services, Lead Navigator, Navigators (5), and Marketing Coordinator.

Contractual category includes payments to both approved contractors - Project Amistad and Panhandle Community Services.
","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.","SOUTH PLAINS COMMUNITY ACTION ASSOCIATION, INC",
04/30/2025,83467.88,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"$83,467.58 was the 'Services - Other category' payments for the Qualified HCBS services. The amount was paid to the Money Follows The Person (MFP) private providers as per MMIS report.   Thanks. ","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.","HEALTH, MARYLAND DEPARTMENT OF",
04/25/2025,81940.74,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"We are requesting $81,940.74 to cover payments to providers under the &quot;Services&quot; budget category. These costs support supplemental services in the approved project plan.","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",Ohio Department of Medicaid,
04/24/2025,81611.48,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,"MEDICARE ENTITLEMENT FOR ARKANSAS - FY 2024 - SURVEY AND CERTIFICATION IS A CMS ADMINISTERED PROGRAM THAT PROVIDES MEDICARE AND MEDICAID FUNDING TO STATE SURVEY AGENCIES TO ENSURE HEALTHCARE PROVIDERS ACROSS THE NATION MEET APPLICABLE QUALITY STANDARDS THROUGH ONSITE, OBJECTIVE, AND OUTCOME-BASED VERIFICATION ACTIVITIES CARRIED OUT BY KNOWLEDGEABLE AND TRAINED INDIVIDUALS.",2405AR5000,"Draw will cover payment of direct and indirect expenditures that are allowable, reasonable, and necessary to carry out approved program activities.&rdquo;","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222","HUMAN SERVICES, ARKANSAS DEPARTMENT OF",ASST_NON_2405AR5000_7530
05/05/2025,80646.86,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,Reimbursement for Expenses on IMPACT project,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",INDIANA STATE DEPARTMENT OF HEALTH,
05/09/2025,74169.84,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR MONTANA - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505MT5000,"These expenses consist of Indirect Cost for 04/25-05/08/2025, Salary and Benefits for PPE 04/18/2025, Copier Rent for April 2025, and Employee travel expense reimbursed for May 2025.  Funds are made available to States for the purpose of inspecting providers and suppliers of health care services to ensure mandatory adherence to Medicare/Medicaid health and safety standards and conditions. Funds made available under this program are used to support or reimburse State staff for performing survey activities and for State administration of the program. These funds will be utilized for personnel, travel and reasonable business costs associated with fulfilling the State Survey Agency&rsquo;s obligations under the 1864 agreement of the Social Security Act, Consolidated Appropriation Act, and Clinical Laboratory Improvement Amendments.  For F25.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222","MT ST DEPT OF PHHS, HEALTH POLICIES AND SERVICES",ASST_NON_2505MT5000_7530
05/02/2025,74145,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR HAWAII - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505HI5000,"Grant award No.2505HI5000 - Request payment for payroll and fringe benefits for pay date 5/5/25. We certify the payment is allowable, allocable, and necessary in accordance with the terms and conditions of the NOA.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",HAWAII DEPARTMENT OF HEALTH,ASST_NON_2505HI5000_7530
04/24/2025,70896.77,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Payment Request for Money Follows Person Grant MFP331091A. We are requesting a payment of $70,896.77 for the period of April 17 - 24, 2025. The requested funds will be allocated as follows:  Contractual: $70,896.77. These funds will support the following grant activities in the NoA: Reimburse payments made to individuals, businesses, nonprofits, and political subdivisions for medical services related moving eligible people back into the community.","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.  Thank you.",SOCIAL SERVICES SOUTH DAKOTA DEPARTMENT,
04/22/2025,65326.51,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR IDAHO - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505ID5000,Gross Salary And Wages; Employees Temp;Employee Benefits; Health Benefits; Employee In State Travel Costs,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",ID ST DEPT OF HEALTH & WELFARE,ASST_NON_2505ID5000_7530
05/06/2025,65039.09,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"We are requesting $41,107.02 to cover Qualified HCBS costs and $23,932.07 to cover supplemental costs, both under the &quot;Services&quot; budget category.","CMS approves the payment(s) for 1 R01 XXXXXXXX-01 in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",Ohio Department of Medicaid,
04/22/2025,65000,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,Reimbursement for contracted professional services expenditures,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",ST OF COLORADO DEPT OF INSURANCE,
04/25/2025,65000,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Drawdown for allowable cash spent on (a) Salaries and Wages $38,632 (b) Fringe Benefits $10,169 (e) Supplies $523 (f) Travel $325 (h) Other $15,351 - no cash expenditures in (d) Equipment or (g) Construction","CMS approves the payment(s) requested. Activities must align with your agency’s Notice of
Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised
4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and
necessary will result in disallowed costs and the funds will be recovered.","Community Care Network Of Kansas, Inc.",
04/24/2025,63348,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Our payroll request is $58,971 and our marketing request is 679.","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",Oak Hill Missionary Baptist Church Ministries Incorpora,
04/29/2025,61263.81,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,Expenditures are submitted in alignment with the federally approved budget or state plan for applicable Federal Award Identification Number and comply with all requirements listed in 2 CFR 200 Subpart E &ndash; Cost Principles.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",HEALTH & HUMAN SVC COMMN TX,
04/23/2025,60000,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"The draw request dated 5/1/2025 was submitted to cover the following Navigator subcontractor invoices: Boat People SOS ($9,090.90); Talent Yield Coalition ($5,833.33); The Normal Anomaly Initiative, Inc. ($6,250.00); BSP & Associates ($5,833.33); and Vida City Church Houston, A/G ($6,363.63). Also included in the total was $16.12 in Indirect Cost.","Please confirm which approved activity(ies) within the budget category (e.g., personnel, supplies) this payment request will cover. Do not include Personally Identifying Information (PII) in your response. ",CIVIC HEART COMMUNITY SERVICES,
05/09/2025,58345,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"We have 54 positions to pay in this payroll. With the limited space in this request box, is there we can send a spreadsheet with the information?","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",Oak Hill Missionary Baptist Church Ministries Incorpora,
04/29/2025,57704.17,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR MISSISSIPPI - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505MS5000,"Reimbursement of (SALARIES, INDIRECT COST) expenses related to the (HC-TITLE XVIII) program paid on (4/23/2025) to better support the public health of Mississippians.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",MS ST DEPARTMENT OF HEALTH,ASST_NON_2505MS5000_7530
04/22/2025,56900,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"We have requested funds from subaccount MFP330819A to pay PCG, which is the fiscal intermediary for the Money Follows the Person Capacity Building grant. There are 28 grantees, and PCG requests these pass-through funds to pay the grantee invoices. ","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.","HEALTH CARE POLICY & FINANCING, COLORADO DEPARTMENT OF",
04/29/2025,55893.81,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"This payment request is in regard to award ID  for expenditures from March 1-March 31, 2025. This request is inclusive of salaries of approved effort of staff to sustain and oversee the program in the amount of $34,837.88 and associated fringe benefits in the amount of $9,057.82. Local travel of approved personnel in the amount of $590.80. Contractual invoice cost for San Antonio Food Bank in the amount of $4,167. Office supplies were purchased in the amount of $105.58 and associated indirect cost $7,134.73. Total payment request for the month of March, 2025 is $55,893.81 in accordance with the approved programmatic activities and the budget of the award. ","CMS approves the payment(s) requested. Activities must align with your agency’s Notice of
Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised
4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and
necessary will result in disallowed costs and the funds will be recovered.",BEXAR COUNTY HOSPITAL DISTRICT,
05/05/2025,53024.59,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Grant #2505IL5002. Budget period 10/1/24-9/30/25; Salaries - $26,396.32, Fringe - $23,602.02; Travel - $3,026.25","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",IL  ST  DEPT OF PUBLIC HEALTH,
05/02/2025,52802.01,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR UTAH - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505UT5000,Reimbursement of applicable grant in accordance with grant requirements,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,ASST_NON_2505UT5000_7530
04/22/2025,51699.39,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"•	$39,321.12 for 6.0 FTE Health Benefit Specialist
•	$503.96 for advertising
•	$11,947.52 for indirect
•	Totals $51,772.60 for March 2025 activity
•	Less $73.21 for prior period adjustments 
","CMS approves the payment(s) requested. Activities must align with your agency’s Notice of
Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised
4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and
necessary will result in disallowed costs and the funds will be recovered.",SOUTH CENTRAL FOUNDATION,
04/28/2025,51376.36,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR TEXAS - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505TX5000,Funding for Survey &amp; Certification activities of Medicare participating facilities.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",HEALTH & HUMAN SVC COMMN TX,ASST_NON_2505TX5000_7530
05/06/2025,50719.59,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"This request is for Outreach staff who provided application assistance to parents and guardians of uninsured children. Support was offered through the online portal for processing Medicaid and Children’s Health Insurance Program (CHIP) applications. These services were delivered through various efforts, including community resource events; scheduled enrollment drives; weekly appointments for pregnant women and parents of uninsured children; informational sessions for eligible children and their families
These activities aimed to increase access to health coverage for underserved families in our community.
The expenses incurred are as follows: Personnel - $45,603.67: Travel-$505.05: Indirect Cost-$4,610.87= Total-$50,719.59
","CMS approves the payment(s) requested. Activities must align with your agency’s Notice of
Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised
4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and
necessary will result in disallowed costs and the funds will be recovered.",CHILDRENS DEFENSE FUND,
04/30/2025,50079.7,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"These expenses consist of Salary and Benefits for PPE 11/12/2024 and 03/18/2025 and Employee travel expenses reimbursed for October 2024 to March 2025. Funds are used for salaries and reasonable travel costs associated with performing Survey and Certification of Hospice Agencies in accordance with the CAA ACT.  These funds will be utilized for personnel, travel and reasonable business costs associated with fulfilling the State Survey Agency&rsquo;s obligations under the 1864 agreement of the Social Security Act, Consolidated Appropriation Act, and Clinical Laboratory Improvement Amendments.  For F25.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222","MT ST DEPT OF PHHS, HEALTH POLICIES AND SERVICES",
05/09/2025,48980.72,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Payment is for reimbursement of program staff salaries ($27,795.58) &amp; benefits ($21,185.14). These costs were incurred and authorized to support and complete the approved project objectives for the time period of 09/29/2024 to 05/08/2025. We certify that these costs are reasonable, necessary, allocable, and otherwise allowable in accordance with the award terms and conditions for award 1T1331884A.","CMS approves the payment(s) requested. Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and
necessary will result in disallowed costs and the funds will be recovered.","NATIONAL INDIAN HEALTH BOARD, INC",
05/01/2025,48718.42,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Healthy Kids To administer a statewide program to reduce the number of children eligible for but not enrolled in Medicaid and CHIP. Consistent with our approved budget, funds will be used to pay for salaries and benefits for staff ($12,985.61), consultants and subject matter experts ($1,143.79), sub-recipients doing work of the project ($33,265.61), and travel when necessary, and other approved expenditures ($1,323.39). These funds are necessary to support deliverables required under our grant. Total funding request is $48,718.42.","CMS approves the payment(s) requested. Activities must align with your agency’s Notice of
Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised
4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and
necessary will result in disallowed costs and the funds will be recovered.","ARIZONA ASSOCIATION OF COMMUNITY HEALTH CENTERS, INC",
05/02/2025,48139.79,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR MISSOURI - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505MO5000,The comprehensive breakdown of all line items included in the total amount was attached in a spreadsheet with the draw in PMS. Please work with PMS to retrieve the attached document.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",MO ST DEPARTMENT OF HEALTH & SENIOR SERVICES ,ASST_NON_2505MO5000_7530
04/25/2025,46551.37,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,Reimbursement for activities under Clinical Lab Improvement Amendments,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222","OR ST DEPARTMENT OF HUMAN RESOURCES, HEALTH DIVISION",
04/22/2025,43696.75,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR TEXAS - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505TX5000,Funding for Survey &amp; Certification activities of Medicare participating facilities.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",HEALTH & HUMAN SVC COMMN TX,ASST_NON_2505TX5000_7530
04/24/2025,41652.86,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Utah Health Policy Project is requesting the listed draw amount for March 2025 program work. The funds are based on allowable and necessary expenses incurred in carrying out grant activities aligned with the approved budget program goals. The amount includes salaries and benefits for staff directly involved program work and administration; costs related to materials, social media outreach, and community engagement efforts to increase awareness and participation in Medicaid and CHIP; expenses for data systems, software, and office supplies necessary for enrollment assistance and program tracking; reimbursements for staff travel to community events, partner meetings, and third-party site; and administrative and operational costs necessary to support grant activities. All expenditures comply with federal guidelines and in accordance with the approved budget. In conclusion, in February 2025, UHPP enrolled and renewed a total of 110 children. 17 parents were enrolled.","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",Utah Health Policy Project,
05/06/2025,40761.22,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"This draw covers current wage expense for Director of Health Services, Assoc Director of Health Services, Communications Director, Lead Navigator, and Navigators (5), as well as associated fringe benefits and mileage reimbursements for these staff. In the Other Costs category, this draw covers monthly rent and utilities for the Navigator staff offices, and expenses for advertising within the service coverage area.","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.","SOUTH PLAINS COMMUNITY ACTION ASSOCIATION, INC",
04/22/2025,40581.85,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"As part of our federally funded Navigator outreach strategy, we purchasing marketing and advertising materials (mistakenly referring to as promotional items in my previous description for brevity) to support our enrollment efforts from the ""other"" category within our grant budget. These items are a critical component of our engagement at community events, health fairs, and tabling opportunities—particularly in rural areas.
Advertising/marketing materials such as ""Enroll Alabama"" branded tote bags, pens, hand sanitizers, billboard signs and informational brochures serve a functional purpose by enhancing visibility and awareness of the program, plus help attract community members to our booths and website or the Health Insurance Marketplace.
Moreover, these items help reinforce key messages about enrollment deadlines, the value of coverage, and the availability of free, unbiased assistance. This is especially important in communities with lower digital access or limited exposure to online marketing.
These tools directly support our program’s goals to educate consumers, raise awareness about coverage options, and to increase enrollment. Continued use of these materials aligns with the grant’s allowable outreach activities and is essential to our ability to connect with the populations we serve. 
","

CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.","AIDS Alabama, Inc.",
04/25/2025,40512.47,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MEDICARE ENTITLEMENT FOR TEXAS - FY 2025 - AWARD PAYMENT FOR APPROVED FEDERAL SURVEY AND CERTIFICATION ACTIVITY FOR BOTH THE MEDICARE AND MEDICAID PROGRAMS,2505TX5000,Funding for Survey &amp; Certification activities of Medicare participating facilities.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222",HEALTH & HUMAN SVC COMMN TX,ASST_NON_2505TX5000_7530
04/30/2025,39393.12,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Grant # MFP300140A. Budget period 10/1/24-9/30/25; Contractor Public Consulting Group- $39,393.12.","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS Costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",NY ST DEPT OF HEALTH,
05/08/2025,38375.19,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"$31,469.70 was allocated for expenses related to personnel and fringe. $1,619.06 was allocated for expenses for travel, which includes personnel traveling to meet with clients for outreach purposes. $4,802.73 was allocated for expenses related to marketing, language translation services, communication such as cell phones, website, internet, and IT security. $483.70 was allocated for expenses related to office supplies.","CMS approves the payment(s) requested. Activities must align with your agency’s Notice of
Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised
4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and
necessary will result in disallowed costs and the funds will be recovered.",Indiana Rural Health Association,
05/05/2025,38200,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"The total draw request amount of $38,200.00 can be broken down into the following line item totals: Personnel Salaries ($16,210.11); Fringe Benefits ($3,300.58); Other Expense: Contracted Marketing & Promotional Expense and Outreach Event Supplies ($15,224.80); Indirect Costs - Personnel Salaries & Fringe Benefits ($3,464.51).","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",CIVIC HEART COMMUNITY SERVICES,
05/09/2025,38200,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"05/09/2025 ($38,200.00): Civic Heart&rsquo;s ACA Health program provides trained Navigators (both employees and subcontractors) to help individuals and families in the Gulf Coast Region gain access to high-quality affordable health coverage. Civic Heart&rsquo;s Navigators furnish individuals and families with direct assistance and information in order to successfully navigate the Federal Health Insurance Marketplace. To that end, services commonly include one-on-one sessions with individuals and families, community presentations, public media, Helpline &amp; special events.  Requested funds ($38,200.00) for this invoice dated 5/9/25 apply to the payroll draw date of 5/7/25: Personnel Salaries ($16,210.11);  Fringe Benefits ($3,300.58); Other: Marketing &amp; Promotion ($1,489.21); Outreach Supplies ($13,735.59); and Indirect Cost ($3,464.51).","CMS approves the payment(s) requested.  Activities must align with your agency’s Notice of Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised 4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and necessary will result in disallowed costs and the funds will be recovered.",CIVIC HEART COMMUNITY SERVICES,
05/01/2025,38007.46,HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,Not available,,"Reimbursement for Fringe Benefits $914.67, Supplies $2,035.32,Contractual invoices for subrecipients $33,706.15, and Other $1,351.32 for rent, payroll processing, business insurance, IT consultant, and communication expense.","CMS approves the payment(s) requested. Activities must align with your agency’s Notice of
Award, 2 CFR Part 200, Subpart E - Cost Principles, 45 CFR 75, and the HHS GPS - revised
4/16/2025. HHS costs expended that are not allowable, allocable, reasonable, and
necessary will result in disallowed costs and the funds will be recovered",Health Center Association of Nebraska,
