payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
04/29/2025,125106.33,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement for allowable and allocable payroll, supplies, and/or other project costs for the research aims approved by the funding agency.  The University regularly monitors expenditures and reviews processes to ensure the accuracy of, and to adjust as necessary, its draw, return, and refund amount throughout the life of the award, and to implement any other necessary adjustments upon identification.","NIH approves the payments for 4040558741 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF ILLINOIS BOARD OF TRUSTEES,
04/30/2025,125103.84,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"For NIH Award R35GM139536, payment is for allowable personnel and/or research-related costs detailed in the agency-approved budget for this particular award.","NIH approves the payments for 4040560438 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",JOHNS HOPKINS UNIVERSITY,
05/03/2025,124853.92,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"This payment supports the subawardee&#39;s critical role in recruiting, enrolling, and testing participants in a clinical setting, as well as covering contractor expenses for device development, project management, data analysis, pharmacy oversight, and software updates essential to the research objectives.","NIH approves the payment for   	RAG077737B       in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","HIDO TECHNOLOGIES, INC.",
05/02/2025,124850.97,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The funds requested are to cover expenses allowable under 2 C.F.R. 200 and the terms and conditions of the Federal award in support of the objectives of each award as submitted and justified in the application including the budget and budget justification and in support of the work completed as documented in annual progress reports.,"NIH approves the payments for 4040564806 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MIAMI,
05/05/2025,124841.61,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Salaries, benefits, supplies, subawards and IDC costs related to this project.
","NIH approves the payments for 4040565889 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE,
04/29/2025,124732.48,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"$99.18 for Facilities and Administration Cost, ($89.43) for Fringe Benefits, $4.90 for Other Contractual Services, ($359.04) for Salaries and Wages, $124,626.87 for Subaward Expenditures, $450.00 for Supplies and Materials","NIH approves the payments for 4040558917 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF WASHINGTON,
04/30/2025,124587.94,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency as related to expenses funded by this grant","NIH approves the payments for 4040559954 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","Massachusetts General Hospital, The",
05/05/2025,124580.52,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Salaries & Wages $6,778.62
Fringe Benefits $2,779.25
Operating Expenses $49,444.38
Supplies $4,051.40
Professional Services $20,000.00
F&A $41,526.87","NIH approves the payments for 4040569444 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","LOUISIANA ST UNIV, PENNINGTON BIOMEDICAL RES CTR",
05/12/2025,124516.93,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable and allocable expenses conducting work based on the SOW funded by the agency.,"NIH approves the payments for 4040578212 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF NEW MEXICO (THE),
04/30/2025,124413.05,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,OPERATING EXPENSES FOR Maintenance of the SPF Breeding Colonies at Yerkes National Primate Research Cente,"NIH approves the payments for 4040560352 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",EMORY UNIVERSITY,
04/29/2025,124411.06,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement for allowable and allocable payroll, supplies, and/or other project costs for the research aims approved by the funding agency.  The University regularly monitors expenditures and reviews processes to ensure the accuracy of, and to adjust as necessary, its draw, return, and refund amount throughout the life of the award, and to implement any other necessary adjustments upon identification.","NIH approves the payments for 4040558741 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF ILLINOIS BOARD OF TRUSTEES,
05/09/2025,124388.06,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,REIMBURSEMENT OF GRANT EXPENSES,"NIH approves the payments for 40405745836 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CWRU-CLEVELAND CLINIC LERNER COLLEGE,
05/06/2025,124307,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of study expense and subcontract,"NIH approves the payments for 4040568469 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",GLYCAN THERAPEUTICS CORPORATION,
05/06/2025,124296.79,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency","NIH approves the payments for 4040568328 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF PENNSYLVANIA,
04/30/2025,124255.79,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency","NIH approves the payments for 4040560256 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MARYLAND BALTIMORE PROFESSIONAL SCHOOLS,
05/07/2025,124127.36,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"For NIH Award UM1AI164566, payment is for allowable personnel and/or research-related costs detailed in the agency-approved budget for this particular award. Recipient acknowledges that NIH NOT-OD-25-090 includes a Grant award certification (the &iquest;Certification&iquest;). To the extent that the Certification applies to awards covered by this draw down request, Johns Hopkins University is committed to compliance with all anti-discrimination laws and has a robust process in place to promote compliance. Recipient notes that JHU is reviewing its internal policies and practices, partly in response to inquiries by federal grantmaking agencies related to issues covered by the certification. JHU will work with those agencies to address any resulting concerns.","NIH approves the payments for 4040571592 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",JOHNS HOPKINS UNIVERSITY,
05/06/2025,124123.13,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Personnel,Subaward expense,SSF/core facilities expenses critical to carry out the aims of the project","NIH approves the payments for 4040569108 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",BROAD INSTITUTE INC,
05/08/2025,124044.44,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The university is requesting reimbursement for April 2025 to offset allowable and necessary costs for incurred carrying out the goals and requirements of subaccount RDK132823A,"NIH approves the payments for 4040572303 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF UTAH,
05/08/2025,124023,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,reimbursement for incurred costs,"NIH approves the payments for 4040574192 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",PHASE GENOMICS INC,
05/02/2025,123986.21,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Funds will be used for salary, fringe, IDC, materials and supplies per the approved budget","NIH approves the payments for 4040564541 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CASE WESTERN RESERVE UNIVERSITY,
04/29/2025,123859.47,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Payment request for expenses charged to Federal Award.,"NIH approves the payments for 4040558732 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",Research Institute at Nationwide`s Children`s Hospital,
05/05/2025,123704.69,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,This payment request is for reimbursement of payroll and/or other expenses for this award.,"NIH approves the payments for 4040567137 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",TRUSTEES OF INDIANA UNIVERSITY,
05/06/2025,123615.83,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable expenditures related to this specific award,"NIH approves the payments for 4040568426 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF TEXAS HEALTH SCIENCE CTR AT SAN ANTONIO,
04/28/2025,123614.81,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Payment is requested for actual allowable expenditures&iquest;incurred by the University in support of the programmatic tasks and activities outlined in the grant proposal and approved by the federal agency.,"NIH approves the payments for 4040556610 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF VERMONT,
05/09/2025,123603.68,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Approved expenses for period ending 4.30.25,"NIH approves the payments for 4040576357 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF SOUTH CAROLINA,
04/29/2025,123539.21,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable direct costs, such as payroll, supplies, travel, other expenses, and associated indirect costs in support of the scope of work and approved budget of the awarded project.","NIH approves the payments for 4040557074 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF ARKANSAS SYSTEM,
04/29/2025,123527.29,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement for allowable and allocable payroll, supplies, and/or other project costs for the research aims approved by the funding agency.  The University regularly monitors expenditures and reviews processes to ensure the accuracy of, and to adjust as necessary, its draw, return, and refund amount throughout the life of the award, and to implement any other necessary adjustments upon identification.","NIH approves the payments for 4040558741 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF ILLINOIS BOARD OF TRUSTEES,
05/09/2025,123473.19,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Approved expenses for period ending 4.30.25,"NIH approves the payments for 4040576357 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF SOUTH CAROLINA,
04/30/2025,123421.29,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,OPERATING EXPENSES FOR Vaccine and Treatment Evaluation Units,"NIH approves the payments for 4040560339 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",EMORY UNIVERSITY,
05/09/2025,123418.72,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs","NIH approves the payments for 4040576078 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,
05/06/2025,123402.43,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable and allocable project related expenses (e.g. payroll, supplies, etc.) to support UC2AR081034","NIH approves the payments for 4040568831 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",NEW YORK UNIVERSITY MEDICAL CENTER,
05/06/2025,123337.77,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable and allocable project related expenses (e.g. payroll, supplies, etc.) to support P30CA016087","NIH approves the payments for 4040568047 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",NEW YORK UNIVERSITY MEDICAL CENTER,
05/01/2025,123268.81,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The expenses in this payment request for RAG068324A are in line with the approved budget and project goals. They&iquest;ve been reviewed for allowability and allocability and comply with sponsor guidelines and institutional policies.,"NIH approves the payments for 4040562450 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",MEDICAL UNIVERSITY OF SOUTH CAROLINA THE,
04/27/2025,123204.35,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Funds will be used for salary, fringe, IDC, materials and supplies per the approved budget","NIH approves the payments for 4040554906 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CASE WESTERN RESERVE UNIVERSITY,
05/08/2025,123062.8,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Requesting payment for Award Number 5T32GM14182803; Expenditure period 4/30/2025 - 4/30/2025; Student Aid: $116,910.00, Indirect Costs: $6,152.80","NIH approves the payments for 4040573818 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",THE LELAND STANFORD JUNIOR UNIVERSITY,
05/06/2025,123051.55,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Requesting funds to cover Salary &amp; Wages, Fringe Benefits, Travel, Maintenance &amp; Operations, Subawards, Indirect Costs expenses for the period of February 2025 in accordance with the approved scope of work and budget associated with LOC Doc ID REY030063A.","NIH approves the payments for 4040568347 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF HOUSTON SYSTEM,
05/05/2025,123048.49,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable and allocable costs in accordance with 2 CFR 200 for work funded by RAI167732B,"NIH approves the payments for 4040567429 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF FLORIDA,
05/06/2025,122978.87,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"SSF/core facilities charges,Personnel,Materials and Services expenses critical to carry out the aims of the project","NIH approves the payments for 4040569108 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",BROAD INSTITUTE INC,
05/08/2025,122849.07,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Requesting payment for Award Number 5U54CA27451102; Expenditure period 3/11/2025 - 4/30/2025; Salary: $39,088.84, Fringe: $9,491.02, Exp Materials &amp; Services: $29,836.45, Indirect Costs: $44,432.76","NIH approves the payments for 4040573818 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",THE LELAND STANFORD JUNIOR UNIVERSITY,
05/09/2025,122734.58,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,REIMBURSEMENT OF GRANT EXPENSES,"NIH approves the payments for 4040575836 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CWRU-CLEVELAND CLINIC LERNER COLLEGE,
05/08/2025,122596.73,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,For payroll and associated direct and indirect costs for award 2R44AG074116-04.,"NIH approves the payment for   RAG074116C    in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",OLERA INC.,
04/25/2025,122571.65,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for reasonable and necessary expenditures to further the aims of the award,"NIH approves the payments for 4040553254 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CEDARS-SINAI MEDICAL CENTER,
04/25/2025,122569,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"reimburse grant recipient for allowable, allocable expenses, per approved budget for award referenced","NIH approves the payments for 4040554845 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF CALIFORNIA-SANTA CRUZ,
05/06/2025,122547.19,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The funds requested are to cover expenses allowable under 2 C.F.R. 200 and the terms and conditions of the Federal award in support of the objectives of each award as submitted and justified in the application including the budget and budget justification and in support of the work completed as documented in annual progress reports.,"NIH approves the payments for 4040569431 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MIAMI,
04/28/2025,122406.68,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of salary and non-salary expenses for award RCA292949B; amounts were incurred in accordance with the sponsor approved budget.,"NIH approves the payments for 4040556486 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",YALE UNIVERSITY,
05/09/2025,122355.84,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"This payment will be used to reimburse the grant recipient for allowable and allocable expenditures, per the approved detailed budget for subaccount DGM149554A.","NIH approves the payments for 4040576295 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIVERSITY OF CALIFORNIA, IRVINE",
05/12/2025,122305.91,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"This payment will be used to reimburse the grant recipient for allowable and allocable expenditures, per the approved detailed budget(s) for award number(s) referenced.","NIH approves the payments for 4040577634 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF CALIFORNIA,
04/25/2025,121975.52,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency","NIH approves the payments for 4040554552 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF PENNSYLVANIA,
05/08/2025,121961.09,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement is requested for subaward(s), salaries/wages and fringe benefits, and indirect costs budgeted and approved on award subaccount RMH130976A","NIH approves the payments for 4040572565 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF DENVER,
05/09/2025,121956.12,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement for direct salaries, materials, and software development for work on the research project in addition to allowable indirect costs and fee","NIH approves the payment for RMH135602B in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.

",VOICELOVE LLC,
05/07/2025,121872.84,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,DIRECT AND INDIRECT EXPENSES RELATED TO: IMPROVED GENOMIC SKETCHING FOR MUMMER AND METAGENOMICS,"NIH approves the payments for 4040570151 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CARNEGIE MELLON UNIVERSITY,
04/30/2025,121860.34,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Stipends, Tuition and Negotiated indirect costs","NIH approves the payment for TGM135744A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MISSOURI SYSTEM,
05/09/2025,121756.45,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable and allocable expenses of F&amp;A On Campus,Salaries And Wages,Fringe Benefits,Research Participant Reimb,Purchased Services,Internal Dept Charges Other,Communication,Local Meals,Subrecipients,Travel Domestic,Fees-Jrnl,Abstrct,Pub,Mnscrpt in support of the project as approved.","NIH approves the payments for 4040576287 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",DARTMOUTH COLLEGE,
04/23/2025,121704,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"These expenses support R&amp;D and experimental work aimed at discovering novel biomarkers and developing a urine-based assay for the noninvasive detection of bladder cancer recurrence. Bladder cancer affects approximately an additional 90,000 people in the United States each year, with a male-to-female ratio of roughly 3:1","NIH approves the payment for RGM151907B in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",PHINOMICS INC,
04/29/2025,121698.4,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"For NIH Award U01AI177195, payment is for allowable personnel and/or research-related costs detailed in the agency-approved budget for this particular award.","NIH approves the payments for 4040558593 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",JOHNS HOPKINS UNIVERSITY,
