payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
05/01/2025,682869,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Block Grants for Community Mental Health Services ARPA.  Twelve vendors/contractors submitted invoices for services they provided for March 2025.  The services were for adults with serious mental illnesses and children with serious emotional disturbances.  These services are all under the contractual budget line category.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",ILLINOIS DEPT OF HUMAN SERVICES,
05/01/2025,676584.3,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Substance Use Prevention, Treatment, and Recovery Services","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",TN ST DEPT OF MNTL HLTH and Substance Abuse Services ,
05/02/2025,675202,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",CA Department of Health Care Services,
05/01/2025,675000,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Estimated payroll and operating expenses for the period 4/16/25-4/29/25 per Vermont&rsquo;s federally approved cash management plan, or pursuant to Subpart B of 31 CFR 205.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",Vermont Agency of Human Services,
04/24/2025,661930.78,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"&quot;To respond to COVID pandemic impact on substance use issues. Same intended focus as the MHBG with some flexibilities and recommendations to focus on COVID related mental health issues. Fund First Episode Psychosis services, mental health crisis services. Federal law requires 10% to fund First Episode Psychosis (FEP) services and 5% to fund mental health crisis services. State law requires 25% to fund American Indian Tribes and nonprofit agencies providing services to American Indians. Other projects include school linked behavioral health services, family peer specialist, violence prevention mental health response, behavioral health family and community education grants for culturally specific communities, Enhanced Illness Management and Recovery (E-IMR) trainings, and increasing and supporting culturally specific providers.&quot;","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",MN ST DEPARTMENT OF HUMAN SERVICES,
05/01/2025,650084,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Reimbursement for allowable grant expenditures/activities as outlined within grant application and federally approved grant award,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,
04/29/2025,645017.22,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Expenditures to support projects for the development and implementation of prevention, treatment and rehabilitation activities directed to the diseases of alcohol and drug abuse.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",DEPARTMENT OF HUMAN SERVICES COLORADO,
04/29/2025,634226.55,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"This award is to support Substance Use, Prevention, Treatment and Recovery Services throughout the community by funding community partners and others to support initiatives that impact the lives of Nevadans in this space. Nevada used the funds per the approved federal grant budget in full compliance with Grant # B08TI087022-01. This draw is requesting reimbursement for costs incurred to the State of Nevada, DHHS, Division of Public and Behavioral Health in support of this project from SAMHSA. Costs include operational, contractual, supplies, other, and indirect through date of 04/25/25. Personnel costs were for salaries and fringe through 04/13/25.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",NV ST DEPARTMENT OF EMPLOYMENT SECURITY,
05/08/2025,630901.3,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"To draw federal grant reimbursement for expenditures that have been approved in the state accounting system as allowable grant expenses with the applicable federal share calculated to derive the federal draw amount.  The request comprises disbursement of costs that have been paid by the State including Personnel, Fringe, Travel, Contract Grants, Supplies, Technology support for grant related activities and/or recipient benefits. The grant activities supported by the requested payment include services, resource development, recovery and administration of the grant activities. We certify that the costs are allowable, allocable, reasonable and necessary in accordance with 45 CFR Part 96 and 45 CFR Part 75","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",IN ST DEPARTMENT OF MENTAL HEALTH,
04/25/2025,624970,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Reimbursement for allowable grant expenditures/activities as outlined within submitted grant application and federally approved grant award,"SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,
04/28/2025,598948,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Provide California Advancing and innovating Medi-Cal (CalAIM) technical assistance to DHCS,"SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",CA Department of Health Care Services,
05/09/2025,591186.69,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Funding is for the State of Ohio to carry out its obligation in administering the SUPTRS block grant requirements. We are requesting a payment of $591,186.69 for the period of April 1, 2025. The requested funds will be allocated as follows: &bull; Personnel: $0 &bull; Fringe Benefits: $0 &bull; Travel: $0 &bull; Equipment: $0 &bull; Supplies: $0 &bull; Contractual/Subawards: $591,186.69 &bull; Other: $0 &bull; Indirect Costs: $0 We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.&rdquo;","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",OH ST Dept of Mental Health and Addiction Services,
04/29/2025,590040.87,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"OR301 Draw Information
We are requesting adjustment of -$5,356.93 for the period of 4/1/25 – 4/15/25
The requested funds will be allocated as follows:
Personnel: -$4,839.14
Fringe Benefits: $
Travel: $
Equipment: $
Supplies: $
Contractual Services: $
Other: 
Indirect Costs: -$ 517.79

We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.
OR302 Draw Information
We are requesting payment of $595,397.80 (Adjustment of -230.23 + Payment of $595,628.03) for the period of 4/1/25 – 4/15/25
The requested funds will be allocated as follows:
Personnel: $
Fringe Benefits: $
Travel: $
Equipment: $
Supplies: $
Contractual Services: $595,628.03
Other: $
Indirect Costs: -$230.23
","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",FL Department of Children and Families,
04/29/2025,588219.83,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"$1,523.71 Temps,$566,817.12 Health Care Services,$2,500.00 Assoc Dues And Conf Fees, $5,679.00 Training, $11,700.00 Software","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",DELAWARE DEPARTMENT OF STATE,
04/29/2025,568919.65,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"We are requesting payment of $568,919.65 for the period of 4/1/25 – 4/15/25
The requested funds will be allocated as follows:
Personnel: $5,110.00
Fringe Benefits: $
Travel: $
Equipment: $
Supplies: $
Contractual Services: $563,262.88
Other: $
Indirect Costs: $546.77

We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.
","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",FL Department of Children and Families,
04/17/2025,561807.58,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"HHSC certifies that the reimbursement amounts requested are for expenditures that are allowable, allocable, reasonable, and necessary in accordance with 45 CFR 96.30 and were incurred on or before March 24, 2025.","SAMHSA approves payment in line with the terms and conditions of the Notice of Award, 45 CFR Part 96, 45 CFR Part 75, and current Executive Orders. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered. ",HEALTH & HUMAN SVC COMMN TX,
04/28/2025,556872.25,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"the following disbursement of costs:  Contractual/Subawards $556,356.24, Travel $516.01 subtotals  items approved on the grant. The grant activities supported by the requested payment include services, resource development, recovery and administration of the grant activities. We certify that the costs are allowable, allocable, reasonable and necessary in accordance with 45 CFR Part 96 and 45 CFR Part 75","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",IN ST DEPARTMENT OF MENTAL HEALTH,
05/05/2025,552903.75,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Expenditures to support the State&#39;s plan for providing comprehensive community mental health services to adults and children with a serious emotional disturbance; monitor the progress of the community based mental health system; and provide technical assistance.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",DEPARTMENT OF HUMAN SERVICES COLORADO,
04/30/2025,549027,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Payment Request for Grant 24TI87830A.  We are requesting a payment of $549,027.00 for the period 1/1/2025-6/30/2025. The requested funds will be allocated as follows: &bull; Contractual/Subawards: $549,027.00.  These funds will support the following grant activities in the NoA: Annual Subscription Fee for Year 1 of the grant to support eRecovery, eTherapy, eIntervention for recovery, digital CBT, telehealth, referrals, and prevention/intervention for all 120 Oklahoma state-contracted providers. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.","Mental Health And Substance Abuse Services, Oklahoma De",
05/08/2025,547640.31,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Reimbursement of services and administrative costs in alignment with Notice of Awards and Public Assistance Cost Allocation Plan,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",Health Care Authority,
04/17/2025,540974.31,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,&quot;Monthly expenditures to cover program cost and salary charges,"SAMHSA approves payment in line with the terms and conditions of the Notice of Award, 45 CFR Part 96, 45 CFR Part 75, and current Executive Orders. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered. ","HEALTH, MARYLAND DEPARTMENT OF",
04/24/2025,535964.09,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"To address the effects of the COVID pandemic on substance use issues. Same intended focus as the SABG with recommendations to focus on COVID related substance use issues. Funds primary prevention, specialized treatment for pregnant women and women with dependent children, opiate epidemic response, school linked behavioral health services, Pathfinder mobile application, and other projects.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",MN ST DEPARTMENT OF HUMAN SERVICES,
04/17/2025,529370.87,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"&ldquo;Reimbursement of personnel, travel, professional and agency operational expenditures as outlined in the federal award approved budget in order to meet positive behavioral outcomes of improving the health, safety, employment, and independence of individuals with mental illness and addictive disorders and their families; ensuring efficient use of public programs; and increasing the return on investment of public funds.&rdquo;","SAMHSA approves payment in line with the terms and conditions of the Notice of Award, 45 CFR Part 96, 45 CFR Part 75, and current Executive Orders. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.","HEALTH, LOUISIANA DEPARTMENT OF",
04/30/2025,527393,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Expenditures to support the State&#39;s plan for providing comprehensive community mental health services to adults and children with a serious emotional disturbance; monitor the progress of the community based mental health system; and provide technical assistance.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",DEPARTMENT OF HUMAN SERVICES COLORADO,
04/25/2025,525769,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Payment Request for SAMHSA Grant 24TI87748A.  We are requesting a payment of $525,769.00 for the period of March 2025.  The requested funds will be allocated as follows:  Personnel: $0.00; Fringe benefits: $0.00; Travel: $0.00; Equipment: $0.00; Supplies: $0.0; Contractual/Subawards: $525,769; Other: $0.00; Indirect Costs: $0.00.  we certify that all costs are allowable, allocable, reasonable and necessary in accordance with 45 CFR Part 75, 2 CFR Part 200, the NOFO and the HHS Grants Policy Statement.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",ILLINOIS DEPT OF HUMAN SERVICES,
05/02/2025,515914,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"""We are requesting payment for funds to be allocated as follows  • Contractual/Subawards: 
Substance Use Disorder Treatment for Adults

Recovery Communities of NC #47714  

•	$39,209.92 (2/1/2025 to 2/28/2025) and  $65,965.66 (3/1/2025 to 3/31/2025) - The purpose of this contract is to provide funding for a Recovery Community Center in Wake County and provide recovery supports and services as per RCNC’s mission to assist individuals seeking to sustain recovery from substance use disorders.  The Recovery Community Center is a “hub” for recovery resources and offers a safe space within the community for individuals to utilize for support.  Funds will also support the continuation of six (6) recovery community centers located in Durham, Wilson, Orange, Moore, Wake, and Hoke counties.  Additionally, funds are provided to assist the Division’s ongoing efforts to support workforce development initiatives through the training of peers, as well as recovery messaging and stigma reduction.

Recovery Community Center Operations - Sunrise Community for Recovery & Wellness #47332 

•	$211,216.96 (3/1/2025 to 3/31/2025) - The purpose of this contract is to provide funding for a Recovery Community Organization and Center in Buncombe County to support recovery from substance use disorders. Funds will also support the continuation of one Recovery Community Center (RCC) located within the Qualla Boundary of the Eastern Band of the Cherokee Indians, and the continuation of nine RCCs located in the Western region. Additionally, funds are provided to assist the Division’s ongoing efforts to support workforce development initiatives through the training of peers, as well as recovery messaging and stigma reduction.

Substance Abuse/Mental Health/Co-occurring Services – Governor’s Institute on Substance Abuse - 3/1/2025 to 3/31/2025 #47712 

•	$183,866.23 (3/1/2025 to 3/31/2025) - This funding stream supports initiatives that cover important practice areas most relevant to addiction medicine specialists and primary care providers.  Expenses included salary and fringe benefits for staff supported by this funding stream who complete this scope of work.  Programmatic expenses included travel reimbursement for staff, public service announcements, and meeting/training expenses.  Funds were used to support scholarships for students pursuing degrees in the Substance Use Disorder field and/or scholarships for people working in the Substance Use Disorder field.  There were also subcontractors, which consisted of physicians and/or medical professionals who help complete the scope of work, and a journal/marketing company that helps disseminate resources.  Some program expenses are split with other funding sources per the terms of the grant budgets. Funds were also used to support the organization which includes office supplies, computer supplies/software, communication (examples include phone and internet), repair/maintenance, staff development, printing expenses, office rent, equipment rental, professional services including accounting and payroll/benefit administration, audit services, business insurance expenses and working and preservation of capital.  These general organizational expenses are allocated proportionately to several of GI’s grants of DMH's current general overhead allocation. 

•	$8,079.33 (3/1/2025 to 3/31/2025) - This funding stream supports Veterans-focused work, including staff hosting the Veteran Service Specialist (VSS) program, a training initiative designed to encourage the use of evidence-based tools to support Veterans in North Carolina. Expenses included salary and fringe benefits for staff supported by this funding stream who complete this scope of work.  Expenses also include speaker honoraria for a March event focused on Service Members, Veterans, and Families, designed to help share relevant information in NC.  The subcontractor invoice copies indicate the portion of these costs that were billed to this funding source.  The remainder of the expenses were supported by another Veterans funding line in the grant. Funds to support the organization included working & preservation of capital.  

These funds will support the following grant activities in the NoA. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.""","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,
04/21/2025,512205,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Feb.-May &#39;25 Contract Payments,"SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",ILLINOIS DEPT OF HUMAN SERVICES,
05/05/2025,510218.56,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Payment Request for SAMHSA Grant [5H79FG001218-02] We are requesting a payment of $[510,218.56] for the period [01/01/2025-03/24/2025]. The requested funds will be allocated as follows: &bull; Contractual/Subawards: $[510,218.56]. These funds will support the following grant activities in the NoA:[Reimbursements to Non-Profits for 988 line services]. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",VA Dept of Behavioral Health and Developmental Services,
05/02/2025,508471.19,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,expenditure reimbursement for vendor payments,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",NJ ST DEPARTMENT OF HUMAN SERVICES,
05/08/2025,506507.26,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"For the state to provide comprehensive community mental health services targeting adults with serious mental illnesses, children with serious emotional disturbances, or people in a crisis demonstrating one of these conditions. Federal law requires 10% to fund First Episode Psychosis (FEP) services and 5% to fund mental health crisis services. State law requires 25% to fund American Indian Tribes and non-profit agencies providing services to American Indians. Other projects include children&rsquo;s mental health collaboratives, adult mental health initiatives, peer services, provider training, and workforce development.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",MN ST DEPARTMENT OF HUMAN SERVICES,
04/29/2025,500000,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"This request seeks reimbursement for eligible expenditures incurred between April 1&ndash;25, 2025, covering payroll and operational costs for staff responsible for program coordination, compliance, and service delivery, as well as payments to contractors engaged in the development, implementation, and evaluation of activities aimed at preventing and treating substance use disorders. These activities include information dissemination, education, alternatives, problem identification and referral, community-based processes, and environmental approaches. Designed to reduce the risk of substance abuse through community-based strategies, these efforts are critical to achieving the objectives of federal Assistance Listing Number 93.959&mdash;the Substance Abuse Prevention and Treatment (SAPT) Block Grant&mdash;administered by the Substance Abuse and Mental Health Services Administration (Award #1B08TI088097-01, FAIN #B08TI088097).","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",FL Department of Children and Families,
05/02/2025,485874.34,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"The Mental Health Block Grant supports a number of contracted mental health treatment services, including respite and day services, as well as first episode psychosis programs for children and adults across the Commonwealth of MA.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",MA ST DEPARTMENT OF MENTAL HEALTH,
05/06/2025,482338.93,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Reimbursement of medical and professional services for community mental health.,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",NM ST DEPARTMENT OF HUMAN SERVICES,
04/29/2025,470039.48,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Payment request for SAMHSA grant H79T1085783.We are requesting payment of $470,039.48 for the period  4/21/25 - 4/24/25.The requested funds are for the following costs:Contractual/Subawards:$470,039.48.The funds support the following activities:Subgrant to purchase Naloxone.Subgrant to provide Medication for Opioid Use Disorder (MOUD).Subgrant to support evidence-based prevention programs to justice involved individuals with Opioid Use Disorder and stimulant misuse issues.Subgrant used to make referrals to treatment while conducting operations focused on cutting off the supply of illegal opioid distribution.Funds provided to qualified contractors to provide training services on behalf of DDAP.Funds provided to SCAs to provide prevention, treatment, and recovery support services that address Opioid Use Disorders.Funds provided through Grant Initiative Funding Applications to Grantees to serve as a Regional Recovery Hub.We certify that the costs are allowable, allocable, reasonable, and","SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, 45 CFR Part 75, the NOFO, and the HHS Grants Policy Statement. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",PA ST Department of Drug and Alcohol Programs,
04/25/2025,467351,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,REIMBURSEMENT FOR ALLOWABLE GRANT EXPENDITURES/ACTIVIES AS OUTLINED WITHIN GRANT APPLICATION AND FEDERALLY APPROVED GRANT AWARD,"SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,
04/29/2025,465289.04,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Funds are utlized to address the effects of the COVID -19 pandemic for Americans with substance use disorders.,"SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest. ",AZ ST HEALTH CARE COST CONTAINMENT SYSTEM,
05/09/2025,463607.57,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Payment Request for SAMHSA Grant [6B08TI083972-01M001] We are requesting a payment of $[463,607.57] for the period [01/01/2025-03/24/2025]. The requested funds will be allocated as follows: Contractual/Subawards: $[463,607.57]. These funds will support the following grant activities in the NoA: [Reimbursements to Community Service Board and non-profits for substance abuse Prevention services]. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",VA Dept of Behavioral Health and Developmental Services,
04/25/2025,462440,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Reimbursement of expenses related to the Substance Use Prevention and Treatment Block Grant,"SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",CT ST DEPT OF MENTAL HLTH & ADDICITION SERVICES,
05/01/2025,457892.27,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"&ldquo;Reimbursement of personnel, travel, professional and agency operational expenditures as outlined in the federal award approved budget in order to meet positive behavioral outcomes of improving the health, safety, employment, and independence of individuals with mental illness and addictive disorders and their families; ensuring efficient use of public programs; and increasing the return on investment of public funds.&rdquo;","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.","HEALTH, LOUISIANA DEPARTMENT OF",
04/25/2025,455999.62,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Funding is for the State of Ohio to carryout its obligation in administering the SUPRTR block grant requirements,"SAMHSA approves this payment for costs that are allowable, allocable, reasonable and necessary and in line with the terms and conditions of the Notice of Award, 45 CFR Part 96 and 45 CFR Part 75. Any payments for activities later deemed unallowable by SAMHSA must be refunded to the Federal Government, including interest.",OH ST Dept of Mental Health and Addiction Services,
05/09/2025,453937.96,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Funding is for the State of Ohio to carry out its obligation in administering the MH block grant requirements. We are requesting a payment of $453,937.96 for the period of April 1, 2025 period].  The requested funds will be allocated as follows: &bull; Personnel: $0 &bull; Fringe Benefits: $0 &bull; Travel: $0 &bull; Equipment: $0 &bull; Supplies: $0 &bull; Contractual/Subawards: $453,937.96 &bull; Other: $0 &bull; Indirect Costs: $0 We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award.&rdquo;","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",OH ST DEPARTMENT OF MENTAL HEALTH,
05/02/2025,446146.89,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,"Payment Request for SAMHSA Grant [21B1IDSAPTC6] We are requesting a payment of $[446,146.89] for the period December 2024-March 24, 2025]. The requested funds will be allocated as follows: &bull; Personnel: $[9,424.81] &bull; Fringe Benefits: $[3,874.22] &bull; Travel: $[0.00] &bull; Equipment: $[0.00] &bull; Supplies: $[0.00] &bull; Contractual/Subawards: $[442,524.82] &bull; Other: [$164.58] &bull; Indirect Costs: $[0.00] These funds will support the following grant activities in the NoA: [Block grant for prevention and treatment of substance abuse]. We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, the NOFO, and the HHS Grants Policy Statement.","The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.",ID ST DEPT OF HEALTH & WELFARE,
05/01/2025,443269.55,HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Not available,,Reimbursement of qualified paid grant expenses,"The requested payment is for a non-discretionary program, which is not subject to the requirements of EO 14222.","HEALTH SERVICES, WISCONSIN DEPARTMENT OF",
