billing_npi,provider_name,city,zip,provider_type,total_paid,total_claims,total_beneficiaries,cost_per_claim,cost_per_beneficiary,claims_per_beneficiary,months_active,unique_hcpcs_codes
1407964075,DANIEL N SACKS MD PA,PALM SPRINGS,33461,NPI-2,803050.36,8959,7003,89.64,114.67,1.3,57,17
1386681468,,,,,802271.3,27675,24456,28.99,32.8,1.1,23,57
1598158099,"GENOMA THERAPEUTIC ADULT DAY CARE CENTER, INC",GREENACRES,33463,NPI-2,797549.69,8262,896,96.53,890.12,9.2,36,3
1417570094,,,,,786906.6,5765,547,136.5,1438.59,10.5,12,4
1306329370,ADVANCED CARDIOVASCULAR CONSULTANTS LLC,WEST PALM BEACH,33407,NPI-2,779826.94,48735,25408,16.0,30.69,1.9,72,13
1447892658,,,,,773858.09,13573,695,57.01,1113.46,19.5,25,2
1841654050,"ACTION BEHAVIOR CENTERS, LLC",AUSTIN,78749,NPI-2,772323.38,4154,238,185.92,3245.06,17.5,10,1
1992708887,,,,,769745.32,8813,7997,87.34,96.25,1.1,58,6
1831291210,"BIO-MEDICAL APPLICATIONS OF FLORIDA, INC.",BOYNTON BEACH,33436,NPI-2,764888.68,4614,874,165.78,875.16,5.3,26,12
1346847738,,,,,761977.8,7048,1047,108.11,727.77,6.7,4,4
1083206692,AMBASSADOR HEALTH SERVICES INC,TALLAHASSEE,32312,NPI-2,757651.0,1220,62,621.03,12220.18,19.7,5,1
1881705390,DANIEL BRODTMAN,WELLINGTON,33414,NPI-1,746382.13,8504,7514,87.77,99.33,1.1,65,11
1730481698,,,,,743362.26,73218,54786,10.15,13.57,1.3,25,24
1972891919,CONGRESS COSMETIC & GENERAL DENTISTRY INC.,PALM SPRINGS,33461,NPI-2,741314.34,56895,52118,13.03,14.22,1.1,46,24
1588035794,,,,,734004.0,5324,409,137.87,1794.63,13.0,13,1
1578119350,,,,,733732.53,13004,2188,56.42,335.34,5.9,52,1
1841837713,"RAINBOW OF LIFE BEHAVIORAL HEALTH CENTER, LLC",LAKE WORTH BEACH,33461,NPI-2,727054.57,4198,464,173.19,1566.93,9.0,14,3
1710251921,,,,,723663.79,6360,5848,113.78,123.75,1.1,49,4
1871182527,,,,,715652.74,15734,2543,45.48,281.42,6.2,35,2
1306215868,GENESISCARE USA OF FLORIDA LLC,WELLINGTON,33449,NPI-2,713884.2,34104,26715,20.93,26.72,1.3,84,13
1083381552,,,,,707902.74,11546,5936,61.31,119.26,1.9,27,5
1275955577,,,,,705186.17,8565,1813,82.33,388.96,4.7,34,5
1033650221,,,,,684503.0,12333,828,55.5,826.69,14.9,10,4
1528665429,L & M BEHAVIOR THERAPY LLC,PALM SPRINGS,33461,NPI-2,684075.42,4730,1511,144.62,452.73,3.1,32,3
1982820221,,,,,679360.74,13532,10528,50.2,64.53,1.3,74,15
1598205072,AMERICAN ARTHRITIS & RHEUMATOLOGY ASSOCIATES LLC,JUPITER,33458,NPI-2,677266.78,16872,14456,40.14,46.85,1.2,83,12
1861929309,ACCOUNTABLE TEACHING SERVICES LLC,WELLINGTON,33414,NPI-2,674573.85,25223,9332,26.74,72.29,2.7,81,6
1538881891,A&R NURSE REGISTRY LLC,GREENACRES,33463,NPI-2,671966.6,10336,871,65.01,771.49,11.9,13,2
1730125261,DIAGNOSTIC CENTERS OF AMERICA LLP,DELRAY BEACH,33446,NPI-2,671390.54,24026,19507,27.94,34.42,1.2,74,25
1043543226,,,,,666904.78,21521,3239,30.99,205.9,6.6,69,2
1083675169,,,,,659532.33,37040,32261,17.81,20.44,1.1,83,28
1831768050,PEDIATRIX MEDICAL GROUP OF FLORIDA INC,LOXAHATCHEE,33470,NPI-2,658338.23,11153,8638,59.03,76.21,1.3,47,18
1881644912,,,,,645030.22,11054,9513,58.35,67.81,1.2,83,3
1558451666,"DERMPATH NEW ENGLAND, LLC",BOSTON,02135,NPI-2,643020.26,22473,18945,28.61,33.94,1.2,83,6
1851045215,"THE ARC OF THE GLADES, INC.",BELLE GLADE,33430,NPI-2,635624.54,1348,1319,471.53,481.9,1.0,30,2
1396095998,PEDIATRIC CARE CENTER INC,PALM SPRINGS,33406,NPI-2,632160.74,22805,18380,27.72,34.39,1.2,58,47
1659693596,,,,,627093.0,5396,414,116.21,1514.72,13.0,16,2
1659770154,"BLUE HEALTH, LLC",WELLINGTON,33414,NPI-2,626169.23,307516,207395,2.04,3.02,1.5,83,85
1346351285,APRIA HEALTHCARE LLC,PALM BEACH GARDENS,33410,NPI-2,624651.54,18608,14114,33.57,44.26,1.3,84,14
1417960626,BERNHARDT LABORATORIES INC,JACKSONVILLE,32207,NPI-2,620246.84,53704,22486,11.55,27.58,2.4,83,19
1053340158,,,,,618296.64,9175,7318,67.39,84.49,1.3,59,23
1083711790,,,,,615308.6,10126,8423,60.77,73.05,1.2,45,29
1386151215,,,,,611071.05,7523,1626,81.23,375.81,4.6,27,3
1073556767,,,,,610914.48,11858,9202,51.52,66.39,1.3,74,5
1336128164,"CLEVELAND SKIN PATHOLOGY LABORATORY, INC",BEACHWOOD,44122,NPI-2,609226.06,16199,15273,37.61,39.89,1.1,83,3
1750728630,ARBOR OAKS @ GREENACRES,GREENACRES,33467,NPI-2,601516.02,541,364,1111.86,1652.52,1.5,23,1
1457025967,BELEN COMMUNITY CARE INC,WEST PALM BEACH,33406,NPI-2,591436.46,3803,1471,155.52,402.06,2.6,23,4
1194199901,HANDS OF HEALING HOME HEALTH CARE INC,LANTANA,33462,NPI-2,586467.0,3624,148,161.83,3962.61,24.5,6,1
1063714384,DAPHNE CLAUDOMIR,STOUGHTON,02072,NPI-1,584016.26,6530,2298,89.44,254.14,2.8,55,4
1629376645,,,,,583674.93,8840,5870,66.03,99.43,1.5,54,7
1013964915,AUDREY B GREENWALD MS CCC PA,BOCA RATON,33432,NPI-2,583061.09,8662,970,67.31,601.09,8.9,49,1
1619380888,KARISA CARROLL,PALM BEACH GARDENS,33410,NPI-1,581109.47,26661,22290,21.8,26.07,1.2,77,25
1346721370,FIRST WORDS INTERVENTIONS CORP,LOXAHATCHEE,33470,NPI-2,581105.0,11937,2791,48.68,208.21,4.3,54,1
1801821319,,,,,581065.84,20260,15930,28.68,36.48,1.3,53,37
1174167993,PCC MEDICAL HOLDINGS LLC,LAKE WORTH,33461,NPI-2,577652.98,116974,95833,4.94,6.03,1.2,47,76
1184004590,DISTRICT CLINIC HOLDINGS INC,LAKE WORTH,33467,NPI-2,576434.65,30511,26108,18.89,22.08,1.2,81,46
1780667923,,,,,572933.8,7933,6093,72.22,94.03,1.3,26,32
1902896236,,,,,572095.43,27557,24687,20.76,23.17,1.1,36,33
1144288432,,,,,567276.69,18632,16293,30.45,34.82,1.1,40,39
1982319026,BKW - GREENACRES ASSET MANAGEMENT COMPANY,GREENACRES,33467,NPI-2,562758.88,360,352,1563.22,1598.75,1.0,16,1
1700880630,"BAY CENTER REHABILITATION, LLC",PANAMA CITY,32405,NPI-2,560438.96,5108,477,109.72,1174.92,10.7,10,5
1417163957,,,,,557806.93,11156,2884,50.0,193.41,3.9,39,3
1033770284,,,,,557653.68,17234,15843,32.36,35.2,1.1,17,47
1437517802,,,,,556107.9,9976,9292,55.74,59.85,1.1,74,8
1851898936,EDUARDO JUSINO MD LLC,LAKE WORTH,33467,NPI-2,552101.97,16653,5939,33.15,92.96,2.8,55,8
1730452582,,,,,545003.52,7834,6811,69.57,80.02,1.2,53,5
1669408233,CITY OF PALM BEACH GARDENS,PALM BEACH GARDENS,33410,NPI-2,542505.76,10387,7153,52.23,75.84,1.5,82,3
1952346934,,,,,539547.56,1042,996,517.8,541.71,1.0,31,4
1225033020,,,,,539437.44,1982,1257,272.17,429.15,1.6,14,20
1992850689,,,,,536852.65,28194,16203,19.04,33.13,1.7,44,1
1851320394,,,,,530956.77,20312,14918,26.14,35.59,1.4,76,4
1124320106,,,,,528625.6,4770,4644,110.82,113.83,1.0,15,27
1326085424,,,,,519904.92,19327,16812,26.9,30.92,1.1,22,45
1225661531,JMR THERAPY INC,MIAMI GARDENS,33055,NPI-2,518471.43,9059,905,57.23,572.9,10.0,32,3
1932404027,LIZA AGUILAR,COCONUT CREEK,33073,NPI-1,518215.75,34409,32768,15.06,15.81,1.1,25,17
1386895175,,,,,517728.42,42605,36871,12.15,14.04,1.2,40,23
1952957532,,,,,516236.32,4679,529,110.33,975.87,8.8,9,4
1184272387,AFFINITY HOME CARE INC.,BOYNTON BEACH,33426,NPI-2,506124.5,167708,9549,3.02,53.0,17.6,30,5
1376692582,HAMLIN TERRACE FOUNDATION,LANTANA,33462,NPI-2,505758.67,9385,812,53.89,622.86,11.6,19,6
1104465103,,,,,496787.65,5525,4585,89.92,108.35,1.2,30,3
1083622237,,,,,494255.14,34358,30488,14.39,16.21,1.1,73,45
1770139958,,,,,493776.8,6870,6741,71.87,73.25,1.0,44,17
1518302652,WALISBETH CLASS-VAZQUEZ,SAN JUAN,00918,NPI-1,492582.66,3820,3442,128.95,143.11,1.1,32,9
1487740858,PROSPERING AT LIFE INC.,ROYAL PALM BEACH,33411,NPI-2,492392.23,3298,3192,149.3,154.26,1.0,41,1
1497122832,,,,,491581.2,4351,354,112.98,1388.65,12.3,10,2
1780210609,"BOYNTON BEACH HEALTHCARE SERVICES, LLC.",BOYNTON BEACH,33426,NPI-2,486697.32,295,295,1649.82,1649.82,1.0,17,1
1184694291,,,,,484436.07,7524,5760,64.39,84.1,1.3,83,9
1114079738,,,,,474350.66,3072,2857,154.41,166.03,1.1,67,6
1811306566,,,,,472262.73,8278,1302,57.05,362.72,6.4,41,2
1871521880,,,,,466877.07,8569,5629,54.48,82.94,1.5,66,3
1487947008,"CLEARLY DERM, LLC",BOYNTON BEACH,33426,NPI-2,463382.32,7417,6571,62.48,70.52,1.1,69,10
1790848232,CITY OF GREENACRES,GREENACRES,33463,NPI-2,460775.59,8564,6222,53.8,74.06,1.4,81,3
1871670067,"AVANTE AT LAKE WORTH, INC.",LAKE WORTH,33460,NPI-2,459513.19,11914,1069,38.57,429.85,11.1,30,13
1922190487,,,,,458421.42,2358,1666,194.41,275.16,1.4,61,5
1083936215,"BEACON RESPIRATORY SERVICES, INC.",BOYNTON BEACH,33426,NPI-2,455948.64,19350,15701,23.56,29.04,1.2,84,17
1164824975,"CARDIOPULMONARY CARE ASSOCIATES, LLC",BOYNTON BEACH,33473,NPI-2,454618.89,8837,949,51.44,479.05,9.3,49,1
1710095849,GREGORY AMANTE,BROOKLYN,11235,NPI-1,454494.17,28964,28690,15.69,15.84,1.0,81,12
1013063742,"PALM GLADES RURAL HEALTH ASSOCIATES, INC.",BELLE GLADE,33430,NPI-2,453790.72,13930,12318,32.58,36.84,1.1,69,28
1053558460,CHILDRENS ENDOCRINE & DIABETES CARE INC,WELLINGTON,33414,NPI-2,453423.86,4247,4058,106.76,111.74,1.0,62,5
1154694636,,,,,453288.38,8504,6421,53.3,70.59,1.3,51,4
1407865520,,,,,448189.08,7831,6266,57.23,71.53,1.2,69,19
1538364609,"GENTLE DENTAL OF BELLE GLADE, P.A.",BELLE GLADE,33430,NPI-2,447865.26,32833,28710,13.64,15.6,1.1,44,22
1366041709,,,,,445417.16,3568,518,124.84,859.88,6.9,8,5
1790384006,BELIEVE BEHAVIORAL SERVICES CORP,WEST PALM BEACH,33409,NPI-2,441327.54,3166,1019,139.4,433.1,3.1,29,4
1225075047,COTLER HEALTHCARE & DEVELOPMENT INC.,WELLINGTON,33414,NPI-2,439069.05,64742,15528,6.78,28.28,4.2,78,6
1710574488,,,,,435035.45,3631,554,119.81,785.26,6.6,7,4
1326091448,,,,,433799.3,2105,678,206.08,639.82,3.1,19,8
1891197463,,,,,432142.0,3449,362,125.29,1193.76,9.5,7,3
1033488382,AMICUS MEDICAL CENTER LLC,STUART,34994,NPI-2,429191.4,154715,120180,2.77,3.57,1.3,67,68
1568524098,ELENA EDWARDS,GREENACRES,33467,NPI-1,423523.95,28004,19942,15.12,21.24,1.4,68,26
1467883322,DENTALWORKS STUDIO OF WEST PALM BEACH PA,GREENACRES,33415,NPI-2,422570.27,24281,22990,17.4,18.38,1.1,43,16
1538115696,,,,,417962.54,16436,14703,25.43,28.43,1.1,25,34
1801569728,,,,,417792.37,3870,3425,107.96,121.98,1.1,23,14
1861882201,,,,,403368.4,11259,11155,35.83,36.16,1.0,45,16
1053989228,,,,,401057.41,5814,4998,68.98,80.24,1.2,20,4
1164732855,OLESYA DMYTRYK,DE WITT,13214,NPI-1,397810.84,6671,5858,59.63,67.91,1.1,84,2
1285600791,IRA STEIN,LOXAHATCHEE,33470,NPI-1,394483.02,6141,5987,64.24,65.89,1.0,56,10
1134217987,,,,,392736.78,16068,5702,24.44,68.88,2.8,77,4
1457658536,"WELLINGTON RETREAT, INC.",LANTANA,33462,NPI-2,391132.96,25101,1177,15.58,332.31,21.3,45,7
1578665048,,,,,389725.53,4003,3911,97.36,99.65,1.0,24,9
1437454964,,,,,388820.99,51501,39886,7.55,9.75,1.3,52,58
1740865062,,,,,388659.24,3006,312,129.29,1245.7,9.6,9,2
1871761197,BRYAN ALING,WEST PALM BEACH,33415,NPI-1,387341.56,15243,14803,25.41,26.17,1.0,73,10
1396402335,,,,,386473.61,2384,732,162.11,527.97,3.3,27,2
1679547749,THE PATHOLOGY GROUP PC,MEMPHIS,38119,NPI-2,380255.57,159135,88090,2.39,4.32,1.8,84,95
1932175247,ELIEZER HERNANDEZ,WELLINGTON,33414,NPI-1,380108.15,28994,18974,13.11,20.03,1.5,42,27
1588933360,2939 SOUTH HAVERHILL ROAD OPERATIONS LLC,WEST PALM BEACH,33415,NPI-2,373240.07,22150,2318,16.85,161.02,9.6,45,12
1457957540,,,,,372694.52,2898,344,128.6,1083.41,8.4,9,4
1952333205,,,,,372087.77,5500,5259,67.65,70.75,1.0,14,37
1669816773,BRYANT LAMBE,LANTANA,33462,NPI-1,365824.64,3568,3026,102.53,120.89,1.2,45,4
1134628951,,,,,363356.29,2227,216,163.16,1682.21,10.3,3,1
1750823100,COMPASSIONATE HEALTHCARE FOR WOMEN LLC,BOYNTON BEACH,33435,NPI-2,363209.8,10497,8023,34.6,45.27,1.3,72,11
1669463170,,,,,359133.8,6252,3501,57.44,102.58,1.8,67,7
1952352429,BOCA RATON OUTPATIENT LASER CENTER PATHOLOGY SERVICES INC,DELRAY BEACH,33484,NPI-2,348708.27,5338,4536,65.33,76.88,1.2,68,5
1285386763,COLORFULL MINDS CENTER INC,BOYNTON BEACH,33426,NPI-2,346321.31,2469,881,140.27,393.1,2.8,17,3
1225623168,BETH WOLF APRN-BC LLC,BOCA RATON,33433,NPI-2,341706.51,47502,23189,7.19,14.74,2.0,25,11
1124373113,DISTRICT CLINIC HOLDINGS INC,BELLE GLADE,33430,NPI-2,340531.55,37575,32872,9.06,10.36,1.1,74,52
1528483245,,,,,339408.33,5477,5300,61.97,64.04,1.0,11,19
1518052950,,,,,338433.4,14468,13965,23.39,24.23,1.0,54,33
1205015070,JOSEPH HERMAN,WELLINGTON,33414,NPI-1,338300.26,28985,26278,11.67,12.87,1.1,41,21
1942770912,,,,,334180.7,12450,7666,26.84,43.59,1.6,26,31
1154601912,,,,,332753.84,294412,193573,1.13,1.72,1.5,84,104
1184148959,,,,,332485.74,2487,2352,133.69,141.36,1.1,23,13
1104829274,"CAN COMMUNITY HEALTH, INC.",SARASOTA,34237,NPI-2,329872.73,29698,19940,11.11,16.54,1.5,83,31
1871975813,,,,,329680.8,30227,28190,10.91,11.69,1.1,30,18
1962463786,,,,,329360.33,18016,16054,18.28,20.52,1.1,73,23
1821688805,,,,,328553.77,5717,1758,57.47,186.89,3.3,15,3
1053614354,,,,,327105.07,4668,3743,70.07,87.39,1.2,17,15
1700162468,BEST CARE COMMUNITY AND FAMILY HEALTH CENTER INC,LEHIGH ACRES,33971,NPI-2,327080.67,30121,24859,10.86,13.16,1.2,54,41
1902553852,A WORTH CARE CORP,WEST PALM BEACH,33409,NPI-2,325777.41,7678,362,42.43,899.94,21.2,9,2
1407514805,ABA THERAPY SERVICES INC,GREENACRES,33467,NPI-2,322284.93,2116,754,152.31,427.43,2.8,15,2
1033480405,,,,,321131.97,4657,4047,68.96,79.35,1.2,29,4
1871609578,KIDNEY SPECIALISTS OF THE PALM BEACHES LLC,ROYAL PALM BEACH,33411,NPI-2,318216.01,24846,8344,12.81,38.14,3.0,81,11
1114305661,KAFI CHARLES,CORAL SPRINGS,33065,NPI-1,314611.81,11443,11123,27.49,28.28,1.0,49,16
1528172731,,,,,313143.37,4089,3193,76.58,98.07,1.3,21,4
1942781505,,,,,312866.6,9662,8333,32.38,37.55,1.2,33,24
1902490360,CHILDGARDEN LLC,LAKE WORTH,33460,NPI-2,312574.5,2125,684,147.09,456.98,3.1,29,3
1437542081,ZACHARY GELBER,BELLE GLADE,33430,NPI-1,304511.53,15003,13115,20.3,23.22,1.1,26,20
1265007603,"INTEGRATED REGIONAL LABORATORIES PATHOLOGY SERVICES, LLC",LOXAHATCHEE,33470,NPI-2,301062.75,143072,110416,2.1,2.73,1.3,47,75
1780349712,,,,,299856.87,5293,561,56.65,534.5,9.4,28,1
1487766838,,,,,299365.43,20383,17824,14.69,16.8,1.1,18,22
1376688051,,,,,297282.37,4545,3804,65.41,78.15,1.2,32,15
1811309867,ALLERGY AND ASTHMA SPECIALISTS OF SOUTH FLORIDA LLC,WELLINGTON,33414,NPI-2,296207.35,2974,2596,99.6,114.1,1.1,44,9
1750946968,"EH CARDIOVASCULAR INSTITUTE OF PALM BEACH, LLC",WELLINGTON,33414,NPI-2,294701.2,12233,9179,24.09,32.11,1.3,33,21
1497282347,POND CYPRESS INPATIENT SERVICES LLC,LOXAHATCHEE,33470,NPI-2,293303.99,11058,4851,26.52,60.46,2.3,39,8
1932717220,CARLA B. MACLEOD M.D. & ASSOCIATES LLC,GAITHERSBURG,20879,NPI-2,291663.14,3104,2785,93.96,104.73,1.1,40,4
1659953107,"A BLUE HOPE , INC",JUPITER,33469,NPI-2,290559.15,1797,657,161.69,442.25,2.7,18,2
1639678246,,,,,290259.5,3734,3632,77.73,79.92,1.0,57,9
1760687149,"MAIN STREET CHILDREN'S DENTISTRY AND ORTHODONTICS OF WELLINGTON, PA",ROYAL PALM BEACH,33411,NPI-2,287961.29,18753,18204,15.36,15.82,1.0,39,18
1518134048,GOLDEN YEARS ALF CORPORATION,RIVIERA BEACH,33404,NPI-2,287785.29,1233,909,233.4,316.6,1.4,58,1
1497371108,,,,,286831.69,8160,7084,35.15,40.49,1.2,35,24
1205313061,ANGEL LIGHT CARE AND TRANSPORTATION INC.,BOCA RATON,33428,NPI-2,286108.35,14592,936,19.61,305.67,15.6,51,1
1124160668,ANNAPOORNA ARUNACHALAM MD PA,PALM SPRINGS,33414,NPI-2,285364.48,9514,7684,29.99,37.14,1.2,73,5
1902554041,,,,,283899.38,5515,928,51.48,305.93,5.9,22,2
1568736387,,,,,282408.94,4190,2881,67.4,98.02,1.5,25,4
1821694704,,,,,282105.45,1731,531,162.97,531.27,3.3,19,2
1730755760,,,,,281006.65,2728,2255,103.01,124.61,1.2,29,8
1083921985,NEIL BECKER,OLD SAYBROOK,06475,NPI-1,280821.53,4702,1190,59.72,235.98,4.0,76,1
1568764348,"ATLANTIC HOME CARE, LLC",CORAL SPRINGS,33065,NPI-2,280718.26,6358,647,44.15,433.88,9.8,19,8
1053779728,ANNALIE DE LAS CAGIGAS,GREENACRES,33467,NPI-1,279000.0,5609,335,49.74,832.84,16.7,22,1
1942644661,,,,,278087.02,13398,12186,20.76,22.82,1.1,55,17
1851449995,ALFONSO HENRIQUEZ,WEST PALM BEACH,33406,NPI-1,275132.07,7201,6320,38.21,43.53,1.1,12,40
1336722982,MY WAY PEDIATRICS LLC,ROYAL PALM BEACH,33411,NPI-2,275006.01,5814,5149,47.3,53.41,1.1,31,22
1740333061,"FOOT CARE STORE, LLC",WELLINGTON,33414,NPI-2,274203.37,9387,4265,29.21,64.29,2.2,70,4
1760029623,PHOENIX RISING PSYCHOTHERAPY CENTER PLLC,BELLE GLADE,33430,NPI-2,273367.96,3535,493,77.33,554.5,7.2,23,2
1821597014,DENISLEYDIS DENIS,PALM SPRINGS,33406,NPI-1,271818.87,1973,195,137.77,1393.94,10.1,4,1
1578181350,,,,,269011.5,1956,165,137.53,1630.37,11.9,7,3
1427448877,,,,,268551.92,8069,8019,33.28,33.49,1.0,47,14
1851422372,,,,,267645.29,5050,2471,53.0,108.31,2.0,15,3
1881804094,"LA MEDICAL ASSOCIATES, LLC",WEST PALM BEACH,33406,NPI-2,266452.99,18864,13426,14.12,19.85,1.4,83,20
1689055758,,,,,263179.02,25869,12409,10.17,21.21,2.1,61,20
1245403567,,,,,263033.33,7403,6523,35.53,40.32,1.1,40,6
1154302214,,,,,261102.05,2347,1929,111.25,135.36,1.2,17,20
1033861455,ABA THERAPY OF PALM BEACH LLC,WEST PALM BEACH,33415,NPI-2,259294.47,1224,388,211.84,668.28,3.2,15,2
1124078571,,,,,258841.08,19372,17451,13.36,14.83,1.1,33,34
1831209113,,,,,258592.53,2316,2066,111.65,125.17,1.1,15,7
1588063176,,,,,257974.63,2897,2616,89.05,98.61,1.1,39,4
1952464638,,,,,257447.17,5755,5524,44.73,46.61,1.0,53,8
1407435233,ART DENTAL WORLD INC,PALM SPRINGS,33406,NPI-2,257121.99,22391,19931,11.48,12.9,1.1,29,17
1801473970,A PLACE FOR YOU COMMUNITY HEALTH CENTER CORP.,PALM SPRINGS,33461,NPI-2,257000.32,1822,162,141.05,1586.42,11.2,11,1
1720667488,PARADIGM BEHAVIORAL HEALTH,RIVIERA BEACH,33404,NPI-2,255300.02,1605,419,159.07,609.31,3.8,11,3
1689652216,"BIOPSY DIAGNOSTICS, LLC",RIDGELAND,29936,NPI-2,255266.24,4724,4199,54.04,60.79,1.1,62,3
1962422709,,,,,255236.61,1226,1134,208.19,225.08,1.1,15,9
1649217175,,,,,253129.35,2403,2245,105.34,112.75,1.1,53,5
1750988176,,,,,250585.9,1949,393,128.57,637.62,5.0,9,6
1346209244,,,,,247770.84,4364,4001,56.78,61.93,1.1,23,24
1932270501,SAMUEL AND PHILOGENE PA,BELLE GLADE,33430,NPI-2,245221.13,7719,6468,31.77,37.91,1.2,68,7
1215961891,BARRY FRANKEL,PALM SPRINGS,33461,NPI-1,243556.48,10553,9783,23.08,24.9,1.1,65,9
1801891940,,,,,243306.56,4359,3548,55.82,68.58,1.2,32,3
1265040752,,,,,243218.2,1149,934,211.68,260.4,1.2,30,3
1841488566,SUSAN ADLER,LAKE WORTH,33467,NPI-1,243200.5,5054,1347,48.12,180.55,3.8,73,1
1861059248,,,,,242610.71,9925,8049,24.44,30.14,1.2,41,17
1063704559,,,,,242559.91,2406,2286,100.81,106.11,1.1,52,10
1043967821,,,,,240636.78,3975,1213,60.54,198.38,3.3,21,4
1700483195,"JOSE CASTANEDA MD,PA",BOYNTON BEACH,33435,NPI-2,240544.97,5244,3687,45.87,65.24,1.4,48,7
1639246234,,,,,238852.43,5185,3699,46.07,64.57,1.4,46,18
1356996045,,,,,237925.45,1060,460,224.46,517.23,2.3,23,2
1891754917,MARIO BLANCO,EUSTIS,32726,NPI-1,237097.66,1612,1506,147.08,157.44,1.1,15,4
1912272121,,,,,234782.34,3300,3003,71.15,78.18,1.1,40,3
1295383420,,,,,233501.65,7700,6388,30.32,36.55,1.2,26,17
1316515240,,,,,232777.55,7798,6568,29.85,35.44,1.2,42,17
1528664786,,,,,232668.08,2003,188,116.16,1237.6,10.7,3,4
1881777266,,,,,232239.38,12553,11080,18.5,20.96,1.1,75,26
1689925943,,,,,231712.34,4520,3638,51.26,63.69,1.2,40,8
1306966015,"DRUG ABUSE TREATMENT ASSOCIATION, INC.",WEST PALM BEACH,33407,NPI-2,231294.66,6155,2816,37.58,82.14,2.2,46,4
1366644361,,,,,230653.06,8779,5302,26.27,43.5,1.7,48,14
1922017318,TASKIN HAQUE,BELLE GLADE,33430,NPI-1,228504.87,4064,3664,56.23,62.36,1.1,43,17
1215396882,DIANORIS LORA,PALM SPRINGS,33461,NPI-1,228326.29,14529,13242,15.72,17.24,1.1,16,19
1508373911,,,,,226127.82,4388,3219,51.53,70.25,1.4,49,4
1245503085,,,,,225874.35,3981,3350,56.74,67.43,1.2,27,7
1366408379,,,,,225532.38,2786,2398,80.95,94.05,1.2,20,12
1003216391,,,,,225165.65,1018,751,221.18,299.82,1.4,16,3
1538427158,,,,,224524.89,16454,15130,13.65,14.84,1.1,39,16
1205408143,FLORIDA WOMAN CARE LLC,JUPITER,33458,NPI-2,223607.58,3435,2983,65.1,74.96,1.2,31,6
1144399098,,,,,223518.77,6551,4475,34.12,49.95,1.5,80,10
1558673582,,,,,222703.04,22026,19326,10.11,11.52,1.1,77,44
1780890327,,,,,222650.91,5097,1305,43.68,170.61,3.9,29,3
1235557273,"CARING HEARTS FAMILY MEDICAL CENTERS, LLC",PALM SPRINGS,33406,NPI-2,222211.62,17830,15713,12.46,14.14,1.1,65,40
1285236638,ACTIVE SUPPORT BEHAVIOR CORP,GREENACRES,33463,NPI-2,222125.57,1829,640,121.45,347.07,2.9,15,2
1891270955,"ACE SPEECH & LANGUAGE, L.L.C",GREENACRES,33463,NPI-2,222081.48,3838,1133,57.86,196.01,3.4,38,2
1316210198,MALLORY BOYD,BOCA RATON,33434,NPI-1,221776.08,5752,1453,38.56,152.63,4.0,49,2
1952418980,ALLERGY ASTHMA & SINUS CENTER,LOXAHATCHEE,33470,NPI-2,221253.25,3136,2802,70.55,78.96,1.1,59,8
1073579058,"ALL METRO HOME CARE SERVICES OF FLORIDA, INC.",WEST PALM BEACH,33409,NPI-2,219481.4,302,14,726.76,15677.24,21.6,1,1
1619951969,,,,,218912.45,4794,2285,45.66,95.8,2.1,65,7
1396948659,SUWAN MEHRA,TYLER,75701,NPI-1,217879.02,4604,3501,47.32,62.23,1.3,75,14
1588754113,JOEL BENTZ,LAS VEGAS,89128,NPI-1,217451.04,13147,12664,16.54,17.17,1.0,12,20
1508815358,,,,,217259.1,3963,3080,54.82,70.54,1.3,36,17
1427241025,AC MEDICAL CARE PL,WEST PALM BEACH,33415,NPI-2,215656.94,11785,10012,18.3,21.54,1.2,79,8
1578042313,AMERICAN ARTHRITIS & RHEUMATOLOGY ASSOCIATES VA LLC,BOCA RATON,33431,NPI-2,213358.43,4244,3732,50.27,57.17,1.1,64,4
1609409192,,,,,213288.17,1733,180,123.07,1184.93,9.6,2,2
1881061695,,,,,212059.73,17947,350,11.82,605.88,51.3,11,3
1760689871,,,,,211413.45,91727,61343,2.3,3.45,1.5,39,75
1356528210,,,,,210963.34,3519,2514,59.95,83.92,1.4,66,8
1790050417,,,,,209604.16,17286,16165,12.13,12.97,1.1,41,14
1619629391,BANYAN LANTANA FL MANAGEMENT LLC,LANTANA,33462,NPI-2,208285.96,153,138,1361.35,1509.32,1.1,5,1
1568767234,,,,,206702.7,3907,3440,52.91,60.09,1.1,26,13
1619360393,"CENTER FOR TRAUMA COUNSELING, INC.",GREENACRES,33467,NPI-2,206630.45,2892,1202,71.45,171.91,2.4,47,1
1598282246,,,,,205908.74,6129,5577,33.6,36.92,1.1,22,28
1609298181,,,,,205116.95,4275,3632,47.98,56.47,1.2,41,4
1437865953,,,,,204301.76,1090,1052,187.43,194.2,1.0,13,9
1164030656,,,,,203665.0,872,660,233.56,308.58,1.3,32,2
1902862808,,,,,202444.18,1718,1605,117.84,126.13,1.1,15,8
1407243223,,,,,200623.71,5030,5030,39.89,39.89,1.0,26,22
1396356341,NEW TRUSTING CARE LLC,PALM SPRINGS,33406,NPI-2,200325.75,2249,233,89.07,859.77,9.7,5,2
1295251437,,,,,200253.97,955,441,209.69,454.09,2.2,18,3
