payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
05/01/2025,44197.81,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"$462.19 Lodg-Hotl Motl/Out-State,$5000 Consultants,$1535.77 Freight,$63.94 Telecommunication	,$26646 Equipment Repair,$10489.91 Indirect Cost","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",DELAWARE DEPARTMENT OF STATE,
05/02/2025,44195.89,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment is for reimbursement of INDIRECT, CONTRACUTAL, AND TRAVEL expenses and authorized to support and complete the approved project objectives for the time-period noted below. We certify that these costs are reasonable, necessary, allocable, and otherwise allowable in accordance with award terms and conditions for award 23NU17CE010204OPCE The expenses were processed in our financial system in April 2025. 

23NU17CE010204OPCE	CE010204-02A	OVERDOSE DATA SURV-INDI	 8,534.18 	01-Sep-24	31-Aug-25
23NU17CE010204OPCE	CE010204-02B	OVERDOSE DATA-PREV-CONT	 27,768.71 	01-Sep-24	31-Aug-25
23NU17CE010204OPCE	CE010204-02B	OVERDOSE DATA-PREV-INDI	 6,974.18 	01-Sep-24	31-Aug-25
23NU17CE010204OPCE	CE010204-02B	OVERDOSE DATA-PREV-TRVL	 918.82 	01-Sep-24	31-Aug-25
","GMO recommends payment approval.
NJ",MO ST DEPARTMENT OF HEALTH & SENIOR SERVICES ,
04/30/2025,44119.75,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Requesting payment for NOFO: CDC-RFA-PS20-2004, FAIN NU62PS924582, National Network of Sexually Transmitted Diseases Clinical Prevention Training Centers (NNPTC). Budget period 04/01/2025-03/31/2026; Salaries $34214.05; Fringe $6637.51; Indirects $3268.19;","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",DENVER HEALTH & HOSPITAL AUTHORITY,
04/30/2025,44085.25,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Program Title: Birth Defects and Developmental Disabilities, Prevention and Surveillance
Invoice Period 3/22/2025 - 4/25/2025
Summary: Payment for services provided by ORAU to “Leverage Oak Ridge Associated Universities’ Collaborative Strengths on Behalf of CDC’s Fetal Alcohol Spectrum Disorders (FASD) National Partner Network (NPN)”. ORAU has provided ongoing contracted services this month as demonstrated by our provision of NPN Communication Bulletins, expanded resource libraries in the NPN Digital Toolkit hosted by ORAU, ready-to-use social media toolkits and materials, media monitoring, an eleven-video series educating healthcare providers about FASD, and communication technical assistance to NPN members. ORAU has contributed to a trajectory of increasing collaboration within the NPN, as demonstrated using a validated scale. The average network collaboration score has increased from 1.88 to 2.35 over the past year. This is a positive move showing that on average the NPN has moved from ‘networking’ to ‘cooperation’ with other members. 
Category	                      Current Billing
Salaries and Wages	      18,144.90 
Fringe Benefits	          7,983.77 
Travel	                           4,641.93 
Contractual	                   35.00 
Indirect Costs	               13,279.65 
Total	                           44,085.25 
","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.

","OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",
04/28/2025,44000.14,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,Reimbursement for Salary and Fringe for Payroll 04/13/25-04/26/25,"GMO recommends payment approval. 
NJ",ARKANSAS DEPARTMENT OF HEALTH,
05/02/2025,43934.17,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Award 6 NU17CE010227-02-01 FAIN NU17CE010227 Budget Period 09/01/2024-08/31/2025 Lenartz Consulting $ 2,300.00,  inv#41131420001 4/18/25 signature cards $62,  FY25 SALARY AND FRINGE 4/12/2025 - 4/25/2025 $41,572.17","GMO recommends payment approval. 
NJ",AZ ST DEPARTMENT OF HEALTH SERVICES,
04/24/2025,43887.89,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment request for National & State Tobacco Control, for expenditure date range 4/17/25-4/20/25, for Personnel ($41,876.93), Travel ($68.92), and Supplies ($1,942.04).","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered",MN ST DEPARTMENT OF HEALTH,
04/28/2025,43860,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Justification for CDC Drug Free Communities Draw
April 2024

Expenses related to the provision of direct services, consistent with the approved program budget. Including:
Personnel: $27,343
Wages and fringe costs for program staff directly working on program activities, consistent with the approved program budget.

Contractual: $9,015
Individual, hourly-rate contracted individuals working directly with program staff to execute program activities.

Travel: $1,979
Three staff attended the out-of-state CADCA Leadership Forum. Expenses include airfare, lodging, ground transportation, and per diem (Meals & Incidental Expenses) consistent with GSA rates. These expenses are consistent with the approved budget.

Event Incentives: $1,086
Small ($25/each), one-time incentives, given to participants who attended approved educational community events. Incentive expenses are consistent with the approved program budget.

Other: $450
Annual CADCA dues. Included in the approved program budget

Total Direct Costs: $39,873

Indirect Costs: $3,987
De minimis rate of 10% included in the approved program budget.

Total Expenses: $43,860
","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.

",NEIGHBORHEALTH CORPORATION,
05/05/2025,43827.55,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Final request for payment for CHW salaries and benefits, travel costs associated with CHW work, supplies and contract services to OU for evaluation through 3/24/25.","GMO recommends payment approval. 
NJ",JACKSON COUNTY PUBLIC HEALTH CENTER,
05/08/2025,43765.22,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Grant Funding Opportunity Number:CDC-RFA-CK19-1904, Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases, NU50CK000502-01, Payroll and fringe for staff members from  03/23/25 to 04/19/25, in accordance with the award terms and conditions for award..","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",DC DEPARTMENT OF HEALTH CARE FINANCE,
05/08/2025,43761.15,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"To request reimbursement for: Grant Number NU50CE002589-05 for Budget Period 09/01/2024 To 08/31/2025 for Contractual $31,948.65 (Centerstone Of Tennessee Inc 2666; Tn Assn Of Alcohol Drug Other Addiction 29282.65), Other - Professional Services $7,125.00 (UWORK COM INC 7125.00), and Other - Data Processing $4,687.50 (UWORK COM INC 4687.50) costs. Opportunity Number: CDC-RFA-CE20-2001
","GMO recommends payment approval.
NJ",TN ST DEPARTMENT OF HEALTH,
05/02/2025,43587.77,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment request for Immunizations &amp; Vaccines for Children, for expenditure date range 4/23/25-4/28/25, for $43,587.77 Contractual (MN.IT IT Services, $1176.16; MN Counties, $27,000; City of Bloomington, $1100; Printing &amp; Advertising, $1162.20; Circle News, 570; ND State University, $12,579.41).","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities.  Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.  ",MN ST DEPARTMENT OF HEALTH,
05/07/2025,43561.66,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment request for the Public Health Emergency Preparedness (PHEP) Cooperative Agreement, for expenditure date range 5/5/25-5/6/25, for Supplies $189.56, and Contractual $43,372.10.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",MN ST DEPARTMENT OF HEALTH,
05/01/2025,43560.05,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement of (TRAVEL,CONTRACTUAL,SLG) expenses related to the (CANCER PREVENTION) program paid on (4.30.25) to better support the public health of Mississippians.","GMO recommends payment approval. 
 NJ",MS ST DEPARTMENT OF HEALTH,
04/24/2025,43452.88,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment request for MN Cancer Prevention & Control Programs, for expenditure date range 4/17/25-4/20/25, for Personnel ($43,361.42) and Supplies ($91.46).","CDC approves the requested drawdown for personnel and supplies in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",MN ST DEPARTMENT OF HEALTH,
04/24/2025,43383.12,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"This request is for the award titled The Collaborative Center for Legal Epidemiology, with the subaccount #23NH25PS005202, and budget period of 06/01/2023 to 05/31/2025. We are requesting a payment of $43,383.12. The requested funds will be allocated as follows: Salaries - $25,488.38, Fringe - $5,632.94, Indirect Costs - $12,261.80.
","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",TEMPLE UNIVERSITY,
05/08/2025,43211.13,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,Grant #NUE1EH001519. Budget period 9/1/24-8/31/25; indirect costs reimbursement based on approved federal negotiated rate agreement,"CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.
",IL  ST  DEPT OF PUBLIC HEALTH,
05/06/2025,43075.56,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Requesting payment for NOFO NE11OE0000160300, award number 6NE11OE0000160208, budget period 12/1/23-11/30/2025.  Salaries 25,233.87, fringe 9,437.47, indirect 8,404.22","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.","HEALTH RESEARCH, INC.",
04/22/2025,43075,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"All costs were incurred prior to the 03/24/2025 termination date. All costs being charged to the grant are allowable, allocable, reasonable, necessary, and treated consistently according to all the goals and objectives outlined in and approved budget and work plans. These were for COVID cold storage funds spent on the generator project for the wellness center in support of the program and in the agreement for COVID vaccine storage.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",AZ ST DEPARTMENT OF HEALTH SERVICES,
04/28/2025,43041.84,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,Reimbursement for Salary and Fringe for Payroll 04/13/25-04/26/25,"CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",ARKANSAS DEPARTMENT OF HEALTH,
05/06/2025,42885.97,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,Project Title-Preventive Health and Health Services Block Grant-2024  NOFO-CDC-RFA-PW-24-2400  Grant # NB01PW000037 Budget Period 10/01/23-09/30/25  Invoice Date 03/31/25- 04/14/25  Grants and Subventions - Non-Governmental  $ 42885.97,CDC approves based on Mandatory Program requirements.,California Dept of Public Health,
04/30/2025,42871.98,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Returning additional cash on hand ($328.02) in order to remain in compliance with the Cash Management Improvement Act (CMIA). Requesting $43,200 for payments for Ohio Dept of Health subgrantee costs incurred in  April  2025. Payment Justification: Reimbursement to subgrantee for personnel, contracts, and other direct costs for work completed.",GMO recommends payment approval. ,OH ST DEPARTMENT OF PUBLIC HEALTH,
04/28/2025,42775.92,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Draw request for: Salary & Wages $19,991.31, Fringe Benefits $4,962.75, Travel $1,387.86, Supplies & Services $476.82, F&A $15,957.18,  for award titled CDC: New England Center of Excellence in Vector-Borne Diseases
","CDC confirms that this request has been reviewed, and the funds have been applied to the current year budget and covers the cost included in the revised justification.  CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",UNIVERSITY OF MASSACHUSETTS,
05/01/2025,42733.45,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"AWARD #: NU58DP006769 BUDGET PERIOD: 06/30/2024 - 06/29/2025 Total Contractors $10,436.50 Evaluations $7,039.22 Indirect Costs $1,149.71 Operating $267.15 Salaries/Fringe $13,840.87 Administration $10,000.00","GMO recommends payment approval. 
 NJ","PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",
04/23/2025,42673.8,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement requested is for the period covering 3/1/2025-3/24/2025 for the following items: Personnel - $22,174.18; Fringe Benefits - $4,701.38; Travel - $38.16; Community Health Workers Services - $6,954.36 for the month of February 2025; and Indirect Cost - $8,805.72.",GMO recommends payment approval,Benton County,
05/06/2025,42661,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,03/25/2025 - 05/05/2025.,"CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.
",NJ ST DEPARTMENT OF HEALTH AND SENIOR SERVICES,
05/01/2025,42617.43,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Grant Number: 5NE11OE000059, Grant Name: Strengthening PH Infrascructure &amp; Workforce,  Grant Period:  12/1/22-11/30/27.  Expenses are for IT cost for OSDH during the timeframe 4/14/25-4/27/25","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.",OK ST DEPARTMENT OF HEALTH,
05/09/2025,42526.5,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"The purpose of this grant is to address the PH personnel and employee support shortfalls identified during or highlighted by the COVID-19 Pandemic.Draw amount is for indirect costs for Q3 actual and estimated dated 3/31/25-5/7/25 in the amount of ($85.27); $15,622.29 for program travel expenses to attend conferences, outreach, and training events; $47.50 for program supplies; $1,446.98 to Suprecipient, Granite County, support Local Health Jurisdiction Disease Investigation Specialist staff; and $25,495 to contractor Univeristy of MT for pub hlth workforce training, education, and recruiting.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.","MT ST DEPT OF PHHS, HEALTH POLICIES AND SERVICES",
04/23/2025,42524.05,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,," Payment is for reimbursement of Wages totaling $14,432.34 incurred and authorized to support and complete the approved project objectives through 3/31/2025 for award 24NU38PW000018C3. We certify that these costs are reasonable, necessary, allocable, and otherwise allowable in accordance with the award terms and conditions for award 24NU38PW000018C3.  Other costs associated with this draw include:

Travel	                                     $9,135.20
Consultant Costs	                     $16,049.74
Other Direct Costs	                 $2,906.77

Total request is $42,524.05.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.
",ASSOCIATION OF STATE & TERRITORIAL HEALTH OFFICIALS,
05/09/2025,42425,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"To request reimbursement for: Grant Number NU50CK000528-02 for Budget Period 08/01/2020 to 03/24/2024 for Other - Data Processing ETELIC INC,Other - Data Processing costs 42,425.00.TOTAL COSTS 42,425.00. Opportunity number CK19-1904.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",TN ST DEPARTMENT OF HEALTH,
05/09/2025,42417.92,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment request for MN Cancer Prevention &amp; Control Programs, for expenditure date range 5/7/25-5/8/25, for Contractual: MN Association of Community Health, $41,180.43; Neighborhood Healthsource, $1,237.49.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered",MN ST DEPARTMENT OF HEALTH,
04/25/2025,42416.23,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payroll and Fringe for Staff in accordance with the award terms and conditions for award 1 NE11OE000100-01-00 for the time period March 2025. We certify that these costs are reasonable, necessary, allocable, and otherwise allowable in accordance with the award terms and conditions.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.",WAKE COUNTY DEPARTMENT OF HEALTH,
04/24/2025,42333.94,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"This payment is for the advance of cost incurred in supplier MANPOWER ($42,333.94) and authorized to support and complete the approved project objectives for the period of 01/01/2025 to 03/24/2025. We certify that these costs are reasonable, necessary, allowable, and otherwise allowable in accordance with the award terms and conditions for the award 20NH23IP922608C5. ","
CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities.  Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.  
","PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS",
05/01/2025,42292.54,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Y24167 09/01/2024-08/31/2025 Personnel Services during 02/01/2025 through 02/28/2025 Quality Insights, Inchealthcare organizations and shall conduct synchronous in-person or virtual education sessions using a Department-provided and approved curriculum. The Grantee shall shall collect pre- and post-evaluation surveys as provided by the Department and the Grantee shall acquire, administer and issue Continuing Medical Education accreditation for participants of synchronous education sessions and asynchronous education sessions completed via TRAIN PA.",GMO recommends payment approval. ,PA ST DEPARTMENT OF PUBLIC HEALTH & HUMAN SERVICES,
05/02/2025,42081.15,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment is for reimbursement of salaries/wages, fringe benefits, travel, other, contractual, and IDC categorical costs incurred and authorized to support and complete the approved project objectives for the time period of 04/22/2025-05/05/2025. We certify that these costs are reasonable, necessary, allocable, and otherwise allowable in accordance with the award terms and conditions for award 23NU38TO000006.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.","GREAT LAKES INTER-TRIBAL COUNCIL, INC",
04/24/2025,42033.09,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Primarily payroll and fringe for Staff = $17k, Indirect = $17k. Posted in April FY25
","CDC confirms that funds has been approved in the current year budget to cover the cost included in the justification.  CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",NEW YORK UNIVERSITY MEDICAL CENTER,
04/28/2025,41872.88,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement of payroll salary and fringe benefits ($33,232.43) and approved associated indirect expense of $8,640.46 in accordance with the award terms and conditions for award NU58DP007601. The time period is 04/01/2025 to 04/30/2025. Our institution follows all required federal regulations and expenses are drawn for the approved scope of work of the award.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered. For requested costs of payroll/fringe  and indirect costs",UNIVERSITY OF ARKANSAS SYSTEM,
04/30/2025,41869.77,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Draw request for Addressing COVID-19 Health Disparities, for expenditure date range 4/17/25-4/20/25, for Contractual/Subawards ($41,869.77).","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered",MN ST DEPARTMENT OF HEALTH,
05/02/2025,41838,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,payroll for 5/1 for time worked 4/9-4/23/25,"CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",SD ST DEPARTMENT OF HEALTH,
05/01/2025,41702.66,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"AWARD #: NU58DP007537 
BUDGET PERIOD: 09/30/2024 - 09/29/2025
COSTS INCURRED: 04/10/2025 - 04/23/2025

Contractual: $1,381.25 to Regents of University of Colorado and $29,281.48 to Inline Media Inc for Alzheimer’s Disease and Related Dementias work; $3,544.43 evaluation personal services ($2,524.94 salary and $1,019.49 fringe); indirect costs $625.12; Operating costs $181.12 for personnel information technology costs; $6,689.26 personal services ($4,733.98 salary and $1,955.28 fringe)","GMO recommends payment approval.
NJ","PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",
05/02/2025,41692.23,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Payment request for Strengthening MN&#39;s Public Health Infrastructure, Workforce, &amp; Data Systems, for expenditure date range 4/29/25-4/30/25, for Contractual: Aid to MN Counties and Cities: $41,692.23.","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, reasonable, and consistent will result in disallowed costs and the funds will be recovered.",MN ST DEPARTMENT OF HEALTH,
05/01/2025,41621.89,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"AWARD #: NUF2CE002590 BUDGET PERIOD: 02/01/2025 - 01/31/2026 Total Contractors $31,714.99 Indirect Costs $1,118.90 Operating $341.00 Salaries/Fringe $8,447.00","GMO recommends payment approval. 
 NJ","PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",
05/08/2025,41560.48,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Reimbursement for expenses incurred and paid ($41,560.48 total) for Workshop/conference expenses = $2,241.68, Facilities & Administrative costs = $25,735.84, Payroll Benefits = $21.65, Payroll Salary = $4,082.06, Service fees - $7,000.00, Travel expenses: $2,479.25. In accordance with the award terms and condition for award 22U54OH007547 for the timeframe of 4/30/2025 to 5/8/2025.","CDC confirms that this request has been reviewed, and the funds have been applied to the current year budget and covers the cost included in the revised justification.  CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.","UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",
04/24/2025,41359.34,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"Request payment for Award #6 NH25PS005205-02-01. Budget period 9/30/24 - 9/29/25. Salaries $30,041.39. Fringe $2,260.05. Consultants $4,680. Media $4,377.90","CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.
",AMERICAN SEXUAL HEALTH ASSOCIATION,
04/29/2025,41340.68,HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Not available,,"4040557996 Payment Request for sub account 23U01DD001308   . We are requesting a payment of $41,340.68. for the period 4/15-4/30/2025. The requested funds will be allocated as shown below. These funds will support the following grant activities, North Carolina Center for Birth Defects Research and Prevention (NCCBDRP). We certify that all costs are allowable, allocable, reasonable, and necessary in accordance with the terms and conditions. Fringe $6,379.68, IDC $14,755.03, Salaries $18,388.97 and Supplies $1817.00.
","CDC confirms that this request has been reviewed, and the funds have been applied to the current year budget and covers the cost included in the revised justification.  CDC approves the requested drawdown in line with the terms and conditions of the Notice of Award, 45 CFR Part 75, 2 CFR Part 200, Subpart E—Cost Principles, and the HHSA Grants Policy Statement —Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and the funds will be recovered.",UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,
